"PostID","FBlink","Mitulink","Headline","ShareText","Type","Category","DatePosted","HourPosted","Hour","Day","Month","Reach","Comments","Likes","Shares","TotalInter","InterRate","Clicks","CTR","TimesRepost","Reposted","RepostOrder","Originals","Reposts","ss_headlines","ss_comments","category"
"1405630409737397_1584297501870686","https://www.facebook.com/wearemitu/posts/1584297501870686","https://www.wearemitu.com/mitu-voice/13-coachella-styles-inspired-by-latino-fashion/","13 People Who Used Mexican Culture To Look ‘Fashionable’ At Coachella","Dear Coachella hipsters, please stop.","Link","Beauty & Fashion",2016-04-22,"5:00:00 p. m.",17,5,4,740419,951,6706,717,8374,0.0113,37243,489,NA,"0",NA,"1","0",0,0.09054585,"Beauty & Fashion"
"1405630409737397_1584299848537118","https://www.facebook.com/wearemitu/posts/1584299848537118","https://www.wearemitu.com/mitu-voice/what-if-the-kardashians-were-latinas/","The Kardashians: Reimagined as Mexicanas","The Mexican Kardashians would be much better than the originals.","Link","Celebrity & Gossip",2016-04-22,"9:00:00 p. m.",21,5,4,432608,286,1144,147,1577,0.0036,19647,447,"6","1","4","0","1",0,-0.030065476,"Celebrity & Gossip"
"1405630409737397_1584300125203757","https://www.facebook.com/wearemitu/posts/1584300125203757","https://www.wearemitu.com/mitu-voice/9-times-latino-shaming-failed/","9 Times Latino Shaming Failed","Making fun of my accent? I'm bilingual!","Link","Latino Culture",2016-04-22,"11:00:00 p. m.",23,5,4,387397,188,2322,300,2810,0.0073,14247,363,"7","1","5","0","1",-0.5106,-0.077865,"Latino Culture"
"1405630409737397_1584300551870381","https://www.facebook.com/wearemitu/posts/1584300551870381","https://www.wearemitu.com/mitu-world/quiz-can-you-actually-pass-the-us-citizenship-test/","QUIZ: Think You Can Ace the U.S. Citizenship Test?","Okay, these are harder than we thought...","Link","Citizenship & Politics",2016-04-23,"10:00:00 a. m.",10,6,4,359962,357,623,191,1171,0.0033,14706,405,"7","1","7","0","1",0,0.203462903,"Citizenship & Politics"
"1405630409737397_1584301155203654","https://www.facebook.com/wearemitu/posts/1584301155203654","https://www.wearemitu.com/mitu-voice/13-latino-celebs-who-changed-their-names/","13 Celebs Who Changed The Name They Were Born With","He wouldn’t have made it that far being called Elmer.","Link","Celebrity & Gossip",2016-04-23,"6:00:00 a. m.",6,6,4,261083,36,287,23,346,0.0013,9933,375,"3","1","1","0","1",0,0.58135,"Celebrity & Gossip"
"1405630409737397_1584301288536974","https://www.facebook.com/wearemitu/posts/1584301288536974","https://www.wearemitu.com/mitu-world/heres-what-its-like-to-be-a-kid-from-the-u-s-who-moves-to-mexico/","Here’s What It’s Like To Speak English And Move To Mexico In The Middle Of Your Childhood","They don't really feel like they belong.","Link","Identities",2016-04-23,"8:00:00 a. m.",8,6,4,408224,301,2401,352,3054,0.0075,12021,288,"5","1","1","0","1",0.3612,0.224753061,"Identities"
"1405630409737397_1584302515203518","https://www.facebook.com/wearemitu/posts/1584302515203518","https://www.wearemitu.com/mitu-voice/rebelde-where-are-they-now/","What You Need to Know about the Rebelde Cast Since Their Breakup","Someone faked their own death...","Link","Celebrity & Gossip",2016-04-23,"12:00:00 p. m.",12,6,4,310286,165,1117,67,1349,0.0043,9986,317,"2","1","1","0","1",0,0.213811765,"Celebrity & Gossip"
"1405630409737397_1584331808533922","https://www.facebook.com/wearemitu/posts/1584331808533922","https://www.wearemitu.com/mitu-voice/princes-ex-wife-this-man-was-my-everything/","Remember The Song “The Most Beautiful Girl In The World” Prince Wrote About A Latina","Their love story is everything.","Link","Celebrity & Gossip",2016-04-22,"7:00:00 p. m.",19,5,4,780528,387,12221,1012,13620,0.0174,31720,402,NA,"0",NA,"1","0",0.6361,0.430664815,"Celebrity & Gossip"
"1405630409737397_1584584095175360","https://www.facebook.com/wearemitu/posts/1584584095175360","https://www.wearemitu.com/mitu-voice/things-latino-dads-say-when-youre-growing-up/","Things Latino Dads Say When You’re Growing Up","“Pregúntale a tu mamá.” – every dad in the world","Link","Family & Friends",2016-04-23,"7:00:00 p. m.",19,6,4,228628,82,1940,209,2231,0.0098,5278,221,"7","1","4","0","1",0.1779,0.132766667,"Family & Friends"
"1405630409737397_1584584725175297","https://www.facebook.com/wearemitu/posts/1584584725175297","https://www.wearemitu.com/mitu-voice/11-things-latinos-need-to-stop-apologizing-for/","11 Things Latinos Need to Stop Apologizing For","You'll never say ""sorry"" again...","Link","Latino Culture",2016-04-23,"9:00:00 p. m.",21,6,4,212648,43,483,81,607,0.0029,5608,256,"5","1","5","0","1",-0.3612,0.1882,"Latino Culture"
"1405630409737397_1584587665175003","https://www.facebook.com/wearemitu/posts/1584587665175003","https://www.wearemitu.com/mitu-world/demi-lavotos-impression-of-christina-aguilera-will-leave-you-in-awe/","Demi Lovato Nails Fetty Wap Singing Impersonation","She just made my childhood a million times better.","Link","Celebrity & Gossip",2016-04-23,"11:00:00 p. m.",23,6,4,317036,51,1212,192,1455,0.0046,8052,245,"1","1","1","0","1",0,0.357709091,"Celebrity & Gossip"
"1405630409737397_1584836135150156","https://www.facebook.com/wearemitu/posts/1584836135150156","https://www.wearemitu.com/mitu-world/bear-rugs-made-out-of-gang-members/","A Mexican Artist Made Bear Rugs Out of Gang Members from MS-13","Cholo rugs are actually a thing. #CREEPY","Link","Sensationalist",2016-04-24,"8:00:00 a. m.",8,7,4,880443,1433,4630,1519,7582,0.0086,52002,536,"7","1","5","0","1",0,-0.218865854,"Sensationalist"
"1405630409737397_1584836321816804","https://www.facebook.com/wearemitu/posts/1584836321816804","https://www.wearemitu.com/mitu-voice/stereotypes-that-are-absolutely-false-about-latinos/","Stereotypes That Are Absolutely False About Latinos","Some of these will piss you off...","Link","Latino Culture",2016-04-24,"6:00:00 a. m.",6,7,4,245252,41,500,93,634,0.0026,6990,278,"5","1","4","0","1",0,0.1209,"Latino Culture"
"1405630409737397_1584836595150110","https://www.facebook.com/wearemitu/posts/1584836595150110","https://www.wearemitu.com/mitu-voice/17-photos-that-prove-william-levy-is-the-hottest-damn-latino-to-ever-walk-this-planet/","17 Photos That Prove William Levy Is The Hottest Damn Latino To Ever Walk This Planet","He really has no idea how hot he is.","Link","Celebrity & Gossip",2016-04-24,"10:00:00 a. m.",10,7,4,285712,423,2631,246,3300,0.0116,4227,133,"4","1","1","0","1",-0.4019,0.16428871,"Celebrity & Gossip"
"1405630409737397_1584958831804553","https://www.facebook.com/wearemitu/posts/1584958831804553","https://www.wearemitu.com/mitu-world/belinda-swims-straight-into-hollywood-with-baywatch-film/","Latina Swims Straight Into Hollywood With ‘Baywatch’ Film","Okay, I do not remember Belinda looking like this.","Link","Celebrity & Gossip",2016-04-24,"12:00:00 p. m.",12,7,4,313592,103,922,28,1053,0.0034,12330,389,"3","1","1","0","1",0.2263,0.08046,"Celebrity & Gossip"
"1405630409737397_1584959138471189","https://www.facebook.com/wearemitu/posts/1584959138471189","https://www.wearemitu.com/mitu-voice/quiz-which-telenovela-villain-are-you/","Quiz: We Know Which Telenovela Villain Is Your Spirit Animal","Are you a Teresa or a Rubi?","Link","TV & Movies",2016-04-24,"2:00:00 p. m.",14,7,4,285039,417,761,94,1272,0.0045,8674,298,"3","1","3","0","1",-0.4404,0.280504545,"TV & Movies"
"1405630409737397_1585047458462357","https://www.facebook.com/wearemitu/posts/1585047458462357","https://www.wearemitu.com/mitu-world/latino-songs-dance-party/","13 Latino Songs Guaranteed to Get You Out of Your Chair and Dancing","We dare your hips not to move when you hear these songs.","Link","Music",2016-04-24,"5:00:00 p. m.",17,7,4,214818,68,615,179,862,0.004,6127,278,"4","1","4","0","1",0,0.03197,"Music"
"1405630409737397_1585047578462345","https://www.facebook.com/wearemitu/posts/1585047578462345","https://www.wearemitu.com/mitu-voice/this-ballsy-girl-gives-biggest-middle-finger-to-body-image/","This Latina Shows You How to Respond to That Tía Who Call You Fat","All girls need to think like this Latina.","Link","Identities",2016-04-24,"11:00:00 p. m.",23,7,4,129342,40,320,44,404,0.0031,3493,262,"7","1","5","0","1",0,0.158788235,"Identities"
"1405630409737397_1585048931795543","https://www.facebook.com/wearemitu/posts/1585048931795543","https://www.wearemitu.com/mitu-world/el-chapos-sons-are-still-showing-off-all-over-social-media/","Two of El Chapo’s Sons are Using Social Media to Show the World How Luxurious Their Lives Are","Photos that proof that El Chapo's sons really DGAF.","Link","Sensationalist",2016-04-24,"9:00:00 p. m.",21,7,4,341986,181,899,97,1177,0.0034,15747,453,"6","1","6","0","1",0,-0.102057143,"Sensationalist"
"1405630409737397_1585049121795524","https://www.facebook.com/wearemitu/posts/1585049121795524","https://www.wearemitu.com/mitu-world/nursing-student-sued-college-classmates-spoke-spanish/","This Nursing Student Sued Her College because Her Classmates Spoke Spanish","Meet the worst person in the world.","Link","News & Issues",2016-04-24,"7:00:00 p. m.",19,7,4,354696,458,1882,419,2759,0.0078,10247,282,"3","1","3","0","1",0,-0.170457407,"News & Issues"
"1405630409737397_1585114455122324","https://www.facebook.com/wearemitu/posts/1585114455122324","https://www.wearemitu.com/mitu-life/chola-chic-style-get-the-look/","Try this Fashion Trend: Chola Chic","There is no denying iconic chola style has gone mainstream.","Link","Beauty & Fashion",2016-04-25,"8:00:00 a. m.",8,1,4,257540,488,1615,290,2393,0.0093,6011,223,"6","1","4","0","1",0.2732,0.109308219,"Beauty & Fashion"
"1405630409737397_1585114785122291","https://www.facebook.com/wearemitu/posts/1585114785122291","https://www.wearemitu.com/mitu-world/a-gay-latina-came-out-to-her-family-and-took-photos-of-the-moment-she-broke-the-news/","A Gay Latina Came Out to Her Family and Took Photos of the Moment She Broke the News","She kept her sexuality hidden from her parents for years...until now.","Link","Identities",2016-04-25,"6:00:00 a. m.",6,1,4,353563,200,971,105,1276,0.0036,13314,372,"7","1","5","0","1",-0.4215,0.280986364,"Identities"
"1405630409737397_1585361521764284","https://www.facebook.com/wearemitu/posts/1585361521764284","https://www.wearemitu.com/mitu-voice/11-times-latinos-have-taken-wildly-inappropriate-selfies/","From Funerals to Hospital Visits, 11 Times Latinos Overshared Via Selfies","These people have no chill.","Link","Latino Culture",2016-04-25,"10:04:28 a. m.",10,1,4,278222,77,200,32,309,0.0011,8309,293,"6","1","6","0","1",-0.3818,-0.081358065,"Latino Culture"
"1405630409737397_1585389511761485","https://www.facebook.com/wearemitu/posts/1585389511761485","https://www.wearemitu.com/mitu-world/help-is-on-the-way-for-teenage-brides-in-guatemala/","These Marriages will Piss You Off","Aracely was 11 when she married her husband...","Link","Sex & Relationships",2016-04-25,"12:00:01 p. m.",12,1,4,433515,101,760,150,1011,0.0023,27403,555,"7","1","4","0","1",-0.4019,-0.428778125,"Sex & Relationships"
"1405630409737397_1585390185094751","https://www.facebook.com/wearemitu/posts/1585390185094751","https://www.wearemitu.com/mitu-world/ellen-spanish-lesson/","Latino Hottie Teaches Ellen Spanish and Makes Her Blush","Ellen DeGeneres speaking Spanish is everything. #LOL","Link","Celebrity & Gossip",2016-04-25,"3:00:00 p. m.",15,1,4,282052,76,1696,145,1917,0.0068,8050,278,"4","1","4","0","1",0,0.454582609,"Celebrity & Gossip"
"1405630409737397_1585390865094683","https://www.facebook.com/wearemitu/posts/1585390865094683","https://www.wearemitu.com/mitu-world/disney-princesses-getting-the-selena-makeover-prove-la-reina-is-still-the-best/","Disney Princesses Getting the Selena Makeover Prove La Reina is Still the Best","For all Selena and Disney fans...","Link","Celebrity & Gossip",2016-04-25,"11:00:00 p. m.",23,1,4,202216,198,2270,304,2772,0.0137,3720,171,"3","1","2","0","1",0.6369,-0.0595025,"Celebrity & Gossip"
"1405630409737397_1585511895082580","https://www.facebook.com/wearemitu/posts/1585511895082580","https://www.wearemitu.com/mitu-world/latina-says-mom-discriminated-for-not-speaking-english/","Latina Says She Was Humiliated by Airport Employee Because Her Mom Doesn’t Speak English","""I live in America, so I don’t need to speak Spanish.”","Link","Identities",2016-04-26,"8:00:01 a. m.",8,2,4,355462,445,1590,349,2384,0.0067,9108,247,"5","1","3","0","1",-0.34,-0.084433333,"Identities"
"1405630409737397_1585754841724952","https://www.facebook.com/wearemitu/posts/1585754841724952","https://www.wearemitu.com/mitu-life/welcometothelouderlife/","14 Things That Happen When A Gringo Marries Into A Latino Family","Let the roasting begin.","Link","Family & Friends",2016-04-26,"10:00:01 a. m.",10,2,4,1115111,2342,8428,2034,12804,0.0115,57618,498,"4","1","0","1","0",0,0.437960769,"Family & Friends"
"1405630409737397_1585788141721622","https://www.facebook.com/wearemitu/posts/1585788141721622","https://www.wearemitu.com/mitu-voice/11-awesome-ways-latinos-and-filipinos-are-totally-connected/","11 Awesome Ways Latinos And Filipinos Are Totally Connected","We're basically the same.","Link","Latino Culture",2016-04-27,"6:00:00 a. m.",6,3,4,406888,925,2721,663,4309,0.0106,12075,291,"3","1","1","0","1",0.6249,0.349134746,"Latino Culture"
"1405630409737397_1585788361721600","https://www.facebook.com/wearemitu/posts/1585788361721600","https://www.wearemitu.com/mitu-voice/ways-primer-impacto-attempted-to-ruin-our-childhood/","11 Ways ‘Primer Impacto’ Ruined Our Childhood","Ugh, they ruined EVERYTHING.","Link","Sensationalist",2016-04-26,"12:00:00 p. m.",12,2,4,290923,325,2755,436,3516,0.0121,7391,245,"4","1","1","0","1",-0.4767,0.00048871,"Sensationalist"
"1405630409737397_1585788725054897","https://www.facebook.com/wearemitu/posts/1585788725054897","https://www.wearemitu.com/mitu-voice/13-things-that-piss-off-your-latina-mom-every-single-time/","13 Things that Piss off Your Latina Mom Every Single Time","Don't you dare say these things around your mom.","Link","Family & Friends",2016-04-29,"10:00:00 a. m.",10,5,4,209949,132,828,199,1159,0.0055,6585,309,"2","1","2","0","1",-0.4019,0.363569231,"Family & Friends"
"1405630409737397_1585797448387358","https://www.facebook.com/wearemitu/posts/1585797448387358","https://www.wearemitu.com/mitu-world/teenage-drunk-driver-goes-viral-in-mexico-after-offering-police-100-pesos/","Teenage Drunk Driver Goes Viral In Mexico After Offering Police 100 Pesos","It was a disaster right from the beginning.","Link","Sensationalist",2016-04-26,"2:00:00 p. m.",14,2,4,396675,462,1811,248,2521,0.0064,14709,366,NA,"0",NA,"1","0",-0.34,-0.017880556,"Sensationalist"
"1405630409737397_1585833868383716","https://www.facebook.com/wearemitu/posts/1585833868383716","https://www.wearemitu.com/mitu-world/two-latinos-on-opposite-sides-of-the-trump-debate-faced-off-and-it-was-awkward/","This Pro-Trump Latino Is Married To An Undocumented Mexican","He's proud to support Trump.","Link","Citizenship & Politics",2016-04-26,"3:00:00 p. m.",15,2,4,453627,855,2372,314,3541,0.0078,14633,318,"3","1","0","1","0",0,-0.196835094,"Citizenship & Politics"
"1405630409737397_1585982211702215","https://www.facebook.com/wearemitu/posts/1585982211702215","https://www.wearemitu.com/mitu-voice/in-defense-of-the-flour-tortilla-taco/","How The Flour Tortilla Taco Proves Not All Mexican-Americans Are The Same","This is going to piss some people off...","Link","Food & Beverages",2016-04-26,"11:00:01 p. m.",23,2,4,189275,267,541,93,901,0.0048,5809,301,"1","1","1","0","1",0,0.188531373,"Food & Beverages"
"1405630409737397_1586750171625419","https://www.facebook.com/wearemitu/posts/1586750171625419","https://www.wearemitu.com/mitu-world/latino-wedding-fails/","Cringworthy Latino Wedding Disasters that’ll Make You Want to Stay Single","We can't look away.","Link","Sex & Relationships",2016-04-28,"6:00:00 a. m.",6,4,4,280842,53,324,70,447,0.0016,11007,388,"8","1","4","0","1",-0.5106,0.1952375,"Sex & Relationships"
"1405630409737397_1586752048291898","https://www.facebook.com/wearemitu/posts/1586752048291898","https://www.wearemitu.com/mitu-voice/11-times-starbucks-butchered-latino-names-like-it-was-nothing/","11 Times Starbucks Butchered Latino Names Like It was Nothing","Get your sh*t together Starbucks.","Link","Latino Culture",2016-04-29,"6:00:00 a. m.",6,5,4,266419,246,981,227,1454,0.0055,6175,222,"6","1","5","0","1",0.3612,0.2328,"Latino Culture"
"1405630409737397_1586752331625203","https://www.facebook.com/wearemitu/posts/1586752331625203","https://www.wearemitu.com/mitu-voice/things-at-latino-weddings/","It’s Not a Latino Wedding if these 16 Things Don’t Happen","It's not a Latino wedding unless you're fighting for the centerpiece...","Link","Sex & Relationships",2016-04-29,"12:00:00 p. m.",12,5,4,430510,642,5238,510,6390,0.0148,8881,194,"7","1","4","0","1",0,0.389229,"Sex & Relationships"
"1405630409737397_1586758701624566","https://www.facebook.com/wearemitu/posts/1586758701624566","https://www.wearemitu.com/mitu-voice/carmen-carrera-has-a-few-things-shed-like-to-tell-caitlyn-jenner/","This Trans Latina Model Has A Few Words For Caitlyn Jenner About What It's Really Like To Be Trans","She gives her props, then kills it with the shade.","Link","Celebrity & Gossip",2016-04-27,"5:00:00 p. m.",17,3,4,328120,184,1038,74,1296,0.0039,11965,360,"1","1","0","1","0",0.4201,-0.08112,"Celebrity & Gossip"
"1405630409737397_1586768478290255","https://www.facebook.com/wearemitu/posts/1586768478290255","https://www.wearemitu.com/mitu-voice/primos-we-all-have/","You Know You’re Mexican When You Have these Cousins in Your Fam","A list of all the cousins you have...","Link","Family & Friends",2016-04-27,"11:00:00 p. m.",23,3,4,120062,29,244,39,312,0.0026,3493,285,"2","1","2","0","1",0,0.115929412,"Family & Friends"
"1405630409737397_1587215164912253","https://www.facebook.com/wearemitu/posts/1587215164912253","https://www.wearemitu.com/mitu-world/did-anyone-else-know-that-kat-von-d-is-a-selena-fan/","Kat Von D Just Proved Her Love For Selena To The World And It’s Music To Our Ears","This is the last thing you expected from her.","Link","Celebrity & Gossip",2016-04-28,"12:00:00 p. m.",12,4,4,205404,61,1432,72,1565,0.0076,4578,213,"1","1","1","0","1",0.6369,-0.114006667,"Celebrity & Gossip"
"1405630409737397_1587215441578892","https://www.facebook.com/wearemitu/posts/1587215441578892","https://www.wearemitu.com/mitu-world/listen-to-the-bernie-sanders-corrido/","These Young Mexican-Americans Just Wrote A Corrido For Bernie Sanders","You'll want to listen to the Bernie corrido all day long.","Link","Citizenship & Politics",2016-04-28,"2:00:00 p. m.",14,4,4,212111,323,1963,383,2669,0.0126,2477,100,"2","1","1","0","1",0,0.21635,"Citizenship & Politics"
"1405630409737397_1587288154904954","https://www.facebook.com/wearemitu/posts/1587288154904954","https://www.wearemitu.com/mitu-voice/which-selena-are-you/","Finally! Take This Quiz And Find Out Which Selena Quintanilla You Are","Not like there's a wrong answer when it comes to Selena.","Link","Celebrity & Gossip",2016-04-29,"8:00:00 a. m.",8,5,4,206970,149,689,47,885,0.0043,5395,253,"1","1","1","0","1",0,0.123658333,"Celebrity & Gossip"
"1405630409737397_1587320774901692","https://www.facebook.com/wearemitu/posts/1587320774901692","https://www.wearemitu.com/mitu-world/listen-to-the-bernie-sanders-corrido/","These Young Mexican-Americans Just Wrote A Corrido For Bernie Sanders","You'll want to listen to the Bernie corrido all day long.","Link","Citizenship & Politics",2016-04-28,"11:00:00 p. m.",23,4,4,30710,32,202,50,284,0.0092,261,68,"2","1","2","0","1",0,0.56945,"Citizenship & Politics"
"1405630409737397_1587646771535759","https://www.facebook.com/wearemitu/posts/1587646771535759","https://www.wearemitu.com/mitu-world/la-mataviejitas-mexican-serial-killer/","The Terrifying Real-Life Story of the Mexican Serial Killer Called ‘La Mataviejitas’","She's the definition of evil...","Link","Sensationalist",2016-04-29,"2:00:00 p. m.",14,5,4,449652,197,1270,379,1846,0.0041,21242,463,"8","1","6","0","1",-0.8402,-0.301084615,"Sensationalist"
"1405630409737397_1587646914869078","https://www.facebook.com/wearemitu/posts/1587646914869078","https://www.wearemitu.com/mitu-world/muxesgender/","Not Male, Not Female, but Muxe, Mexico’s Third Gender","The new gender you need to know about.","Link","Sensationalist",2016-04-30,"6:00:00 a. m.",6,6,4,538828,490,2462,414,3366,0.0062,22591,414,"8","1","6","0","1",0,-0.02250641,"Sensationalist"
"1405630409737397_1587658081534628","https://www.facebook.com/wearemitu/posts/1587658081534628","https://www.wearemitu.com/mitu-voice/this-white-guy-slays-el-zapateado-y-bachata-during-his-wedding-dance/","This White Guy Slayed At El Zapateado Y Bachata During His Wedding Dance And… It. Was. Epic","By far the best wedding dance on the Internet.","Link","Sex & Relationships",2016-04-29,"9:00:00 p. m.",21,5,4,560887,532,4871,799,6202,0.0111,21970,388,"5","1","1","0","1",0,0.405321795,"Sex & Relationships"
"1405630409737397_1587659974867772","https://www.facebook.com/wearemitu/posts/1587659974867772","https://www.wearemitu.com/mitu-voice/7-selena-quintanilla-outfits-you-could-totally-pull-off-today/","7 Selena Quintanilla Outfits You Could Totally Pull Off Today","We have Selena to thank for all these timeless looks.","Link","Celebrity & Gossip",2016-04-30,"10:00:00 a. m.",10,6,4,297804,66,2057,139,2262,0.0076,8594,282,"1","1","1","0","1",0,0.0926125,"Celebrity & Gossip"
"1405630409737397_1587697894863980","https://www.facebook.com/wearemitu/posts/1587697894863980","https://www.wearemitu.com/mitu-world/latino-coffee-shops-in-l-a-thatll-make-you-ditch-starbucks/","If You’re In L.A., These Are The Latino Coffee Shops That Give You Life","Starbucks is not even close.","Link","Food & Beverages",2016-04-29,"11:00:00 p. m.",23,5,4,356357,617,4568,591,5776,0.0162,5134,129,"4","1","1","0","1",0,0.202811594,"Food & Beverages"
"1405630409737397_1587708808196222","https://www.facebook.com/wearemitu/posts/1587708808196222","https://www.wearemitu.com/mitu-world/11-times-edward-james-olmos-defied-stereotypes/","This Latino Has Been Killing It Since The Days Of ’Blade Runner’ and ‘Miami Vice’","He's played everything...but we don't notice.","Link","TV & Movies",2016-04-30,"2:00:00 p. m.",14,6,4,536072,330,9714,889,10933,0.0204,6169,98,"2","1","0","1","0",-0.6597,0.386649367,"TV & Movies"
"1405630409737397_1587741191526317","https://www.facebook.com/wearemitu/posts/1587741191526317","https://www.wearemitu.com/mitu-world/demi-lovato-and-nick-jonas-stand-up-for-the-lgbt-community-in-north-carolina/","North Carolina Passed A Law That Pissed This Latina Off So Much She Canceled Her Show","It's a huge sacrifice, but they did the right thing.","Link","Celebrity & Gossip",2016-04-30,"3:00:00 p. m.",15,6,4,584621,615,2417,208,3240,0.0055,33017,522,NA,"0",NA,"1","0",-0.6369,-0.116958621,"Celebrity & Gossip"
"1405630409737397_1587865838180519","https://www.facebook.com/wearemitu/posts/1587865838180519","https://www.wearemitu.com/mitu-world/11-passionate-bloody-and-dramatic-telenovelas-you-need-to-watch-on-netflix/","11 Binge-worthy Telenovelas You Need to Watch on Netflix","Thank you, Netflix.","Link","TV & Movies",2016-04-30,"7:00:00 p. m.",19,6,4,400833,413,2831,335,3579,0.0089,9916,237,"7","1","2","0","1",0,0.128830645,"TV & Movies"
"1405630409737397_1587866058180497","https://www.facebook.com/wearemitu/posts/1587866058180497","https://www.wearemitu.com/mitu-voice/basics-do-yogurt-with-toppings-we-do-tostiloco-bars/","If You Love Mexican Candy, This Yogurtland-Like Place Is Heaven","Can you make it through this post without getting heartburn?","Link","Food & Beverages",2016-04-30,"9:00:00 p. m.",21,6,4,295148,283,2251,291,2825,0.0096,6473,208,"3","1","1","0","1",0.8176,0.326422727,"Food & Beverages"
"1405630409737397_1587866218180481","https://www.facebook.com/wearemitu/posts/1587866218180481","https://www.wearemitu.com/mitu-voice/this-little-girl-does-not-want-donald-trump-to-be-president-because-he-thinks-mexicans-are-bad/","This 6-Year Mexican-American Old Goes Savage On Trump","How is this 6 year old smarter than most adults?","Link","Identities",2016-04-30,"11:00:00 p. m.",23,6,4,275767,330,1080,192,1602,0.0058,6290,218,"1","1","1","0","1",-0.4588,-0.256782857,"Identities"
"1405630409737397_1588241511476285","https://www.facebook.com/wearemitu/posts/1588241511476285","https://www.wearemitu.com/mitu-world/compton-kid-sings-mexican-corridos/","This Kid from Compton Sings Corridos Like a Mexican","""Yo soy negro, claro. Afroamericano. Corazón y alma de un Mexicano.”","Link","Identities",2016-04-30,"12:00:00 p. m.",12,6,4,809278,1041,11224,1554,13819,0.0171,18038,213,"6","1","6","0","1",0.3612,0.272231,"Identities"
"1405630409737397_1588241764809593","https://www.facebook.com/wearemitu/posts/1588241764809593","https://www.wearemitu.com/mitu-voice/foods-latinos-eat-when-we-didnt-have-much-in-the-fridge/","Every Latino Knows These Basic Meals Hit the Spot","Sometimes tortillas with salt is what hits the spot best.","Link","Food & Beverages",2016-05-01,"6:00:00 a. m.",6,7,5,256245,67,1312,133,1512,0.0059,5608,208,"6","1","4","0","1",0,0.134121429,"Food & Beverages"
"1405630409737397_1588242094809560","https://www.facebook.com/wearemitu/posts/1588242094809560","https://www.wearemitu.com/mitu-voice/things-you-find-in-every-mexican-kitchen/","Things You Find in Every Mexican Kitchen","Rice in the salt shaker? CHECK!","Link","Food & Beverages",2016-05-01,"8:00:00 a. m.",8,7,5,353838,155,2685,323,3163,0.0089,9193,251,"8","1","6","0","1",0,0.265473171,"Food & Beverages"
"1405630409737397_1588687921431644","https://www.facebook.com/wearemitu/posts/1588687921431644","https://www.wearemitu.com/mitu-voice/sht-you-get-if-you-dont-speak-perfect-spanish/","Sh*t You Get For Not Speaking Perfect Spanish","UGH, every single time.","Link","Latino Culture",2016-05-01,"12:00:00 p. m.",12,7,5,136285,47,234,52,333,0.0024,2196,147,"4","1","4","0","1",0.5719,0.467876923,"Latino Culture"
"1405630409737397_1588688391431597","https://www.facebook.com/wearemitu/posts/1588688391431597","https://www.wearemitu.com/mitu-voice/proof-mariah-carey-is-the-shadiest-of-them-all/","9 Times (And Counting) Mariah Was Shadier Than Slim Shady","Mariah DGAF and we love it.","Link","Celebrity & Gossip",2016-05-01,"7:00:00 p. m.",19,7,5,202876,52,429,15,496,0.0024,5606,269,"2","1","1","0","1",0,-0.219157143,"Celebrity & Gossip"
"1405630409737397_1588688671431569","https://www.facebook.com/wearemitu/posts/1588688671431569","https://www.wearemitu.com/mitu-world/rich-kids-of-mexico-city-inside-the-world-of-mirreyes-and-pet-jaguars/","This Instagram Account Is Showing Us How Mexico’s Rich Kids Really Live","How are these kids real?","Link","Sensationalist",2016-05-01,"3:00:00 p. m.",15,7,5,308665,101,688,77,866,0.0028,9954,317,"5","1","1","0","1",0.5574,0.166240741,"Sensationalist"
"1405630409737397_1588747828092320","https://www.facebook.com/wearemitu/posts/1588747828092320","https://www.wearemitu.com/mitu-world/youtube-star-miranda-sings-tries-mexican-candy-she-might-of-hyperventilated/","YouTube Star Miranda Sings Tries Mexican Candies and Isn’t Afraid to Share Her Opinion","Miranda Sings trying Mexican candy will be the best thing you see all day. #RUKiddingMe","Link","Celebrity & Gossip",2016-05-01,"5:00:00 p. m.",17,7,5,237964,197,520,74,791,0.0033,6060,246,"6","1","4","0","1",0.296,-0.220386154,"Celebrity & Gossip"
"1405630409737397_1588748541425582","https://www.facebook.com/wearemitu/posts/1588748541425582","https://www.wearemitu.com/mitu-world/dolores-huerta-and-rosario-dawsons-very-public-disagreement/","Watch The Real Dolores Huerta Get Owned By The Woman Who Once Portrayed Her In A Movie","Well that escalated quickly.","Link","Citizenship & Politics",2016-05-01,"9:00:00 p. m.",21,7,5,180577,182,402,43,627,0.0035,5740,313,"1","1","1","0","1",0,-0.066220513,"Citizenship & Politics"
"1405630409737397_1588960041404432","https://www.facebook.com/wearemitu/posts/1588960041404432","https://www.wearemitu.com/mitu-world/more-latinos-graduating-high-school/","For the Doubters, Here is a Sick Stat on Latinos and School","We're shutting up all the haters.","Link","Identities",2016-05-02,"6:00:00 a. m.",6,1,5,384412,219,6178,729,7126,0.0185,7142,173,"2","1","1","0","1",-0.6808,0.31744,"Identities"
