"PostID","FBlink","Mitulink","Headline","ShareText","Type","Category","DatePosted","HourPosted","Hour","Day","Month","Reach","Comments","Likes","Shares","TotalInter","InterRate","Clicks","CTR","TimesRepost","Reposted","RepostOrder","Originals","Reposts","ss_headlines","ss_comments","category"
"1405630409737397_1548744725425964","https://www.facebook.com/wearemitu/posts/1548744725425964","https://www.wearemitu.com/mitu-world/no-sex-for-el-chapos-brand-new-penis/","No Sex for El Chapo’s Brand New Penis","Looks like El Chapo had a little problem... ??","Link","Sensationalist",2016-02-02,"2:00:00 p. m.",14,2,2,399313,194,905,138,1237,0.0031,30997,596,NA,"0",NA,"1","0",-0.296,0.066970968,"Sensationalist"
"1405630409737397_1548885222078581","https://www.facebook.com/wearemitu/posts/1548885222078581","https://www.wearemitu.com/mitu-voice/you-thought-apple-was-a-ridiculous-name-these-latino-names-will-make-you-lol/","You Thought Apple was a Ridiculous Name, these Latino Names Will Make You LOL","We're not laughing at you, we're laughing with you.","Link","Latino Culture",2016-02-03,"8:00:00 a. m.",8,3,2,253780,204,536,64,804,0.0032,10800,421,"2","1","0","1","0",0.2577,0.3731575,"Latino Culture"
"1405630409737397_1549132588720511","https://www.facebook.com/wearemitu/posts/1549132588720511","https://www.wearemitu.com/mitu-voice/quiz-which-beauty-decade-are-you/","Quiz: Which Mexican Beauty Decade Are You?","Are you stuck in the wrong decade?","Link","Beauty & Fashion",2016-02-03,"12:00:00 p. m.",12,3,2,211936,46,478,40,564,0.0027,7670,357,"1","1","0","1","0",0.5859,0.17766,"Beauty & Fashion"
"1405630409737397_1549223405378096","https://www.facebook.com/wearemitu/posts/1549223405378096","https://www.wearemitu.com/mitu-voice/you-cant-make-it-through-this-list-of-mexican-candy-without-making-your-mouth-water/","15 Candies that Prove Once Again Mexicans Do It Better","Guaranteed to make Mexicans' mouths water...","Link","Food & Beverages",2016-02-03,"3:00:01 p. m.",15,3,2,601300,1184,13038,1754,15976,0.0266,12761,201,"1","1","0","1","0",0.4404,0.264723404,"Food & Beverages"
"1405630409737397_1549263952040708","https://www.facebook.com/wearemitu/posts/1549263952040708","https://www.wearemitu.com/mitu-voice/quiz-which-prima-are-you/","Quiz: Latino Families Have All these Primas, But Which One are You?","Yeah, you're going to fight with your primas about this...","Link","Family & Friends",2016-02-03,"8:00:00 p. m.",20,3,2,364437,1854,1365,309,3528,0.0097,21240,530,"6","1","0","1","0",0,0.3734112,"Family & Friends"
"1405630409737397_1549647352002368","https://www.facebook.com/wearemitu/posts/1549647352002368","https://www.wearemitu.com/mitu-voice/11-times-diane-guerrero-used-her-own-experiences-to-explain-the-problems-with-u-s-immigration/","This OITNB Actress Came Home and Her Parents Had Been Deported","She's just like us.","Link","Citizenship & Politics",2016-02-04,"3:00:00 p. m.",15,4,2,646618,440,7085,1199,8724,0.0135,27686,423,"3","1","0","1","0",0,0.09886,"Citizenship & Politics"
"1405630409737397_1550322885268148","https://www.facebook.com/wearemitu/posts/1550322885268148","https://www.wearemitu.com/mitu-voice/you-sound-white-and-its-many-meanings/","The 4 Reasons “You Sound White” is a Huge Insult","Stop telling us that.","Link","Latino Culture",2016-02-06,"5:00:00 p. m.",17,6,2,306306,308,2826,526,3660,0.0119,6129,187,"2","1","0","1","0",-0.25,0.047954167,"Latino Culture"
"1405630409737397_1550569385243498","https://www.facebook.com/wearemitu/posts/1550569385243498","https://www.wearemitu.com/mitu-world/more-latinos-graduating-high-school/","For the Doubters, Here is a Sick Stat on Latinos and School","We're shutting up all the haters.","Link","Identities",2016-02-07,"6:00:00 a. m.",6,7,2,500139,195,8041,1043,9279,0.0186,9449,176,"2","1","0","1","0",-0.6808,0.35447037,"Identities"
"1405630409737397_1550803928553377","https://www.facebook.com/wearemitu/posts/1550803928553377","https://www.wearemitu.com/mitu-world/11-passionate-bloody-and-dramatic-telenovelas-you-need-to-watch-on-netflix/","11 Binge-worthy Telenovelas You Need to Watch on Netflix","Thank you, Netflix.","Link","TV & Movies",2016-02-07,"9:00:00 p. m.",21,7,2,247310,306,2135,266,2707,0.0109,6702,264,"7","1","1","0","1",0,0.280892593,"TV & Movies"
"1405630409737397_1550921181874985","https://www.facebook.com/wearemitu/posts/1550921181874985","https://www.wearemitu.com/mitu-world/compton-kid-sings-mexican-corridos/","This Kid from Compton Sings Corridos Like a Mexican","“Yo soy negro, claro. Afroamericano. Corazón y alma de un Mexicano.”","Link","Identities",2016-02-07,"11:00:00 p. m.",23,7,2,664162,1202,13613,2034,16849,0.0254,16098,232,"6","1","4","0","1",0.3612,0.378964567,"Identities"
"1405630409737397_1551119185188518","https://www.facebook.com/wearemitu/posts/1551119185188518","https://www.wearemitu.com/mitu-world/lets-all-bow-down-to-romeo-santos-greatest-asset-that-adorable-dimple-on-his-cheek/","Have You Ever Wondered Why Romeo Santos Always Poses The Same Way in Photos? Here's Why","Will we ever see the other side of his face?","Link","Celebrity & Gossip",2016-02-08,"12:00:00 p. m.",12,1,2,342486,336,1125,127,1588,0.0046,16030,460,"4","1","0","1","0",0,0.259052542,"Celebrity & Gossip"
"1405630409737397_1551127778520992","https://www.facebook.com/wearemitu/posts/1551127778520992","https://www.wearemitu.com/mitu-voice/diane-guerrero-once-again-helps-us-fight-bullsht-immigration-policies/","OITNB Star Was Taken From Her Family at 14, See What She’s Doing To Ensure It Doesn’t Happen To Othe","She knows this pain way too well... :(","Link","Citizenship & Politics",2016-02-08,"3:00:00 p. m.",15,1,2,239674,61,2159,193,2413,0.0101,5188,205,"1","1","0","1","0",0.3818,0.130571429,"Citizenship & Politics"
"1405630409737397_1551172038516566","https://www.facebook.com/wearemitu/posts/1551172038516566","https://www.wearemitu.com/mitu-voice/america-ferrera-got-asked-this-insensitive-question-and-she-responded-brilliantly/","This Latina Actress Was Asked a Ridiculous Question about Voting and She Fired Back with Perfect...","Her response will make you so damn proud.","Link","Celebrity & Gossip",2016-02-08,"7:00:00 p. m.",19,1,2,267326,78,1323,99,1500,0.0056,9644,356,"1","1","0","1","0",-0.7269,-0.1326,"Celebrity & Gossip"
"1405630409737397_1551201348513635","https://www.facebook.com/wearemitu/posts/1551201348513635","https://www.wearemitu.com/mitu-world/only-hardcore-selena-fans-will-pass-this-quiz/","This Selena Quiz Will Separate The Hardcore Fans from the Wannabes","This is the hardest Selena quiz you will ever take.","Link","Celebrity & Gossip",2016-02-08,"9:00:00 p. m.",21,1,2,267215,356,1021,175,1552,0.0058,10682,396,"2","1","0","1","0",0,0.312625,"Celebrity & Gossip"
"1405630409737397_1551205031846600","https://www.facebook.com/wearemitu/posts/1551205031846600","https://www.wearemitu.com/mitu-world/6-things-more-important-than-el-chapo-in-mexicos-drug-war/","Let’s Forget El Chapo For Two Seconds And Talk About This","It's way worse than El Chapo...","Link","News & Issues",2016-02-08,"5:00:00 p. m.",17,1,2,329076,52,1846,338,2236,0.0068,13437,404,"2","1","0","1","0",-0.2263,-0.50678,"News & Issues"
"1405630409737397_1551546075145829","https://www.facebook.com/wearemitu/posts/1551546075145829","https://www.wearemitu.com/mitu-voice/puerto-rican-american-gymnast-slays-with-her-flawless-floor-routine/","Beyoncé, Imma Let You Finish, But… This Afro-Latina Gymnast Had The Best Dance Of The Week","I've watched this 7 times and I'm still speechless.","Link","Identities",2016-02-09,"12:00:01 p. m.",12,2,2,787289,371,8734,1026,10131,0.0129,40871,499,"1","1","0","1","0",0.6369,0.324798246,"Identities"
"1405630409737397_1551985051768598","https://www.facebook.com/wearemitu/posts/1551985051768598","https://www.wearemitu.com/mitu-world/teens-try-to-explain-the-weeknd-lyrics-to-a-mexican-tio/","Teens Try To Explain The Weeknd Lyrics To a Mexican Tio","""Then…you have…another lady.""","Link","Family & Friends",2016-02-10,"10:03:47 a. m.",10,3,2,539057,857,3254,1289,5400,0.01,20001,366,"1","1","0","1","0",0,0.172519277,"Family & Friends"
"1405630409737397_1552083811758722","https://www.facebook.com/wearemitu/posts/1552083811758722","https://www.wearemitu.com/mitu-voice/woman-writes-hilarious-letter-about-tampons-to-her-mom/","Finally An Open Letter To Mexican Moms About How Tampons Do NOT Take Your Virginity","YES, someone is finally talking about this!","Link","Sex & Relationships",2016-02-10,"2:00:01 p. m.",14,3,2,300726,530,2231,309,3070,0.0102,7097,226,"2","1","0","1","0",0,0.213618478,"Sex & Relationships"
"1405630409737397_1552154001751703","https://www.facebook.com/wearemitu/posts/1552154001751703","https://www.wearemitu.com/mitu-voice/this-girl-destroyed-her-teachers-lesson-on-racism-with-3-points/","Watch a High School Girl Savagely Take Down Her White, Male Teacher's Idea Of What Racism Is","His face during the entire thing is priceless.","Link","Identities",2016-02-10,"9:00:00 p. m.",21,3,2,403040,665,3512,630,4807,0.0119,17042,418,"3","1","0","1","0",-0.8074,-0.248729167,"Identities"
"1405630409737397_1552469571720146","https://www.facebook.com/wearemitu/posts/1552469571720146","https://www.wearemitu.com/mitu-voice/sofia-vergara-adorably-stumbles-through-american-citizenship-questions-after-aceing-her-citizenship-test/","Watch Sofía Vergara Answer Questions From The US Citizenship Test","You've never seen her be this cute.","Link","Celebrity & Gossip",2016-02-11,"12:00:00 p. m.",12,4,2,292463,62,1126,117,1305,0.0045,12566,425,"2","1","0","1","0",0,0.312223529,"Celebrity & Gossip"
"1405630409737397_1552522775048159","https://www.facebook.com/wearemitu/posts/1552522775048159","https://www.wearemitu.com/mitu-voice/quiz-we-know-how-long-youve-been-single/","Quiz: We Can Tell if You are Single AF Just from These Questions","I can't decide if this is funny or sad.","Link","Sex & Relationships",2016-02-11,"5:00:00 p. m.",17,4,2,223809,115,260,25,400,0.0018,8411,371,"3","1","0","1","0",0,0.200505882,"Sex & Relationships"
"1405630409737397_1552582371708866","https://www.facebook.com/wearemitu/posts/1552582371708866","https://www.wearemitu.com/mitu-world/america-ferrera-and-zoe-saldana-wrote-a-letter-to-all-latinos-about-why-you-shouldnt-vote-republican/","Latino Celebs Go Savage On Hateful Republicans","You have to read it...they did not hold back!","Link","Celebrity & Gossip",2016-02-11,"7:00:00 p. m.",19,4,2,402571,420,3265,750,4435,0.011,13041,319,"1","1","0","1","0",-0.7351,0.015962222,"Celebrity & Gossip"
"1405630409737397_1552702568363513","https://www.facebook.com/wearemitu/posts/1552702568363513","https://www.wearemitu.com/mitu-world/something-washed-up-on-the-shore-in-paraguay-and-people-are-screaming-chupacabra/","Something Washed Up On the Shore in Paraguay and People are Screaming “Chupacabra”","What is THAT?","Link","Sensationalist",2016-02-12,"8:00:00 a. m.",8,5,2,320525,305,1329,470,2104,0.0066,19751,548,"4","1","3","0","1",-0.3818,-0.030990625,"Sensationalist"
"1405630409737397_1552902271676876","https://www.facebook.com/wearemitu/posts/1552902271676876","https://www.wearemitu.com/mitu-world/murder-of-young-family-shocks-mexico/","World In Shock After Ruthless Murder And Graphic Photos Are Leaked","This is the most heartbreaking thing I've seen.","Link","Sensationalist",2016-02-12,"5:00:00 p. m.",17,5,2,260727,43,645,128,816,0.0031,12092,457,NA,"0",NA,"1","0",-0.8625,-0.547371429,"Sensationalist"
"1405630409737397_1552943651672738","https://www.facebook.com/wearemitu/posts/1552943651672738","https://www.wearemitu.com/mitu-voice/shakira-makes-the-sexiest-gazelle-for-disney/","Disney Changes Drawings For This One Latina","THANK YOU, Shakira!","Link","TV & Movies",2016-02-12,"7:00:00 p. m.",19,5,2,219449,3,521,25,549,0.0025,9343,421,"1","1","0","1","0",0,-0.4576,"TV & Movies"
"1405630409737397_1553416851625418","https://www.facebook.com/wearemitu/posts/1553416851625418","https://www.wearemitu.com/mitu-voice/these-people-will-make-you-feel-relieved-youre-single/","These People Failed Miserably At Relationships","These are making my eyes hurt.","Link","Sex & Relationships",2016-02-13,"2:00:20 p. m.",14,6,2,461886,130,751,89,970,0.0021,34115,585,"6","1","0","1","0",-0.7506,0.198095455,"Sex & Relationships"
"1405630409737397_1553430571624046","https://www.facebook.com/wearemitu/posts/1553430571624046","https://www.wearemitu.com/mitu-world/dominican-girls-who-become-boys-at-12/","Boy-Girl-Boys: The Weird Phenomenon In The Dominican Republic","Something unbelievable is happening to girls in this village.","Link","Sex & Relationships",2016-02-13,"3:00:27 p. m.",15,6,2,257211,81,438,96,615,0.0024,9082,348,"1","1","0","1","0",-0.1779,0.195476923,"Sex & Relationships"
"1405630409737397_1553482754952161","https://www.facebook.com/wearemitu/posts/1553482754952161","https://www.wearemitu.com/mitu-world/quiz-which-movie-cholo-are-you/","Quiz: Which Movie Cholo Are You? Miklo, Smiley or Angel?","Find out who your cholo spirit animal is.","Link","TV & Movies",2016-02-13,"7:00:00 p. m.",19,6,2,214239,265,933,211,1409,0.0066,6723,309,"5","1","4","0","1",0.4696,0.18538,"TV & Movies"
"1405630409737397_1553483164952120","https://www.facebook.com/wearemitu/posts/1553483164952120","https://www.wearemitu.com/mitu-world/13-photos-of-hilarious-store-names-that-prove-mexicans-dgaf/","13 Photos of Hilarious Store Names that Prove Mexicans DGAF","McTortas, Pollos Beyonce and other magical places that can only exist in Mexico.","Link","Latino Culture",2016-02-13,"9:00:00 p. m.",21,6,2,355461,304,3477,490,4271,0.012,10702,295,"7","1","3","0","1",0.4019,0.377120513,"Latino Culture"
"1405630409737397_1553483454952091","https://www.facebook.com/wearemitu/posts/1553483454952091","https://www.wearemitu.com/mitu-world/when-students-at-a-north-carolina-high-school-were-asked-about-immigration-they-created-these-anti-immigrant-signs/","When Students at a North Carolina High School Were Asked About Immigration, They Created These Signs","This high school allowed ""America is for Americans"" signs to be posted in the hallway.","Link","News & Issues",2016-02-13,"11:00:00 p. m.",23,6,2,172103,177,279,128,584,0.0034,5300,302,"4","1","4","0","1",0.25,-0.16546,"News & Issues"
"1405630409737397_1553631251603978","https://www.facebook.com/wearemitu/posts/1553631251603978","https://www.wearemitu.com/mitu-voice/heres-why-everyone-should-have-been-terrified-of-trump-when-latinos-warned/","Oh NOW People Regret Not Listening to Latinos About Donald Trump?","We took the first of many punches.","Link","Citizenship & Politics",2016-02-14,"6:00:00 a. m.",6,7,2,291532,449,1929,422,2800,0.0096,8326,279,"1","1","1","0","1",-0.4215,-0.115744681,"Citizenship & Politics"
"1405630409737397_1553631638270606","https://www.facebook.com/wearemitu/posts/1553631638270606","https://www.wearemitu.com/mitu-world/the-original-latina-brow-game/","9 Photos that Prove Latinas have Always had a Strong Brow Game","Proof that Latinas have the best eyebrows.","Link","Beauty & Fashion",2016-02-14,"9:00:00 a. m.",9,7,2,293022,257,3919,431,4607,0.0157,7119,233,"4","1","1","0","1",0.5106,0.204351852,"Beauty & Fashion"
"1405630409737397_1553785611588542","https://www.facebook.com/wearemitu/posts/1553785611588542","https://www.wearemitu.com/mitu-voice/whole-foods-attempts-at-mexican-food/","9 Mexican Food Items from Whole Foods that Deserve a ‘You Tried’ Sticker","#4 is an abomination.","Link","Food & Beverages",2016-02-14,"5:00:00 p. m.",17,7,2,235562,106,868,93,1067,0.0045,8544,358,"5","1","3","0","1",0,-0.05545,"Food & Beverages"
"1405630409737397_1553891388244631","https://www.facebook.com/wearemitu/posts/1553891388244631","https://www.wearemitu.com/mitu-world/11-photos-that-could-totally-become-episodes-of-mexican-horror-story/","11 Mexican Horror Story Photos that Will Instantly Put Fear in Your Heart","#6 haunts all Mexicans.","Link","Latino Culture",2016-02-14,"7:00:00 p. m.",19,7,2,203214,154,1327,286,1767,0.0087,4645,219,"4","1","4","0","1",-0.7845,0.050973684,"Latino Culture"
"1405630409737397_1553891758244594","https://www.facebook.com/wearemitu/posts/1553891758244594","https://www.wearemitu.com/mitu-world/quiz-can-you-guess-the-mexican-candy-brand-by-looking-at-a-piece-of-its-logo/","Can You Guess the Mexican Candy Brand by Looking at a Piece of Its Logo?","All of these are hard!","Link","Food & Beverages",2016-02-14,"9:00:00 p. m.",21,7,2,122837,56,179,35,270,0.0022,2427,185,"3","1","2","0","1",0,0.135071429,"Food & Beverages"
"1405630409737397_1553892598244510","https://www.facebook.com/wearemitu/posts/1553892598244510","https://www.wearemitu.com/mitu-voice/things-we-missed-out-on-because-our-parents-were-insanely-strict/","Proof Latino Parents Deprived Us of a Normal Childhood","Sleepovers with boys and girls? Hahaha...NEVER.","Link","Family & Friends",2016-02-14,"11:00:00 p. m.",23,7,2,269319,377,2078,465,2920,0.0108,5966,212,"7","1","5","0","1",-0.4767,0.353906667,"Family & Friends"
"1405630409737397_1553894641577639","https://www.facebook.com/wearemitu/posts/1553894641577639","https://www.wearemitu.com/mitu-world/15-times-the-edward-james-olmos-classic-stand-and-deliver-took-us-to-school/","15 Reasons Everyone Should Watch ‘Stand and Deliver’ Again","Hairnets aren't just for lunch ladies.","Link","TV & Movies",2016-02-15,"6:00:00 a. m.",6,1,2,566018,548,10362,1467,12377,0.0219,8162,129,"5","1","2","0","1",0,0.422341538,"TV & Movies"
"1405630409737397_1554105984889838","https://www.facebook.com/wearemitu/posts/1554105984889838","https://www.wearemitu.com/mitu-voice/things-that-happen-during-sex-that-no-one-talks-about/","12 Horrible Things That Happen During Sex That’ll Make You Feel Better","Yeaaaaah...that would kill the mood.","Link","Sex & Relationships",2016-02-15,"10:00:00 a. m.",10,1,2,198277,8,117,11,136,7e-04,7414,369,"5","1","0","1","0",-0.1531,0.526933333,"Sex & Relationships"
"1405630409737397_1554177391549364","https://www.facebook.com/wearemitu/posts/1554177391549364","https://www.wearemitu.com/mitu-voice/quiz-are-you-a-good-bitch-or-a-bad-bitch/","Quiz: Are You a Bad Bitch or Just Bitchy?","Because there's a huuuuge difference.","Link","Sex & Relationships",2016-02-15,"3:00:00 p. m.",15,1,2,230920,199,498,47,744,0.0032,9821,420,"3","1","1","0","1",-0.891,-0.256948485,"Sex & Relationships"
