"status_id","permalink","post_type","sharetext","headline","link","full_picture","created_time","date","hour","page_total_likes","page_new_likes","post_impressions","post_reach","post_reach_fan_unique","post_reach_viral_unique","comments_on_post","likes_on_post","shares_on_post","total_comments","total_likes","total_shares","comments_on_shares","likes_on_shares","shares_on_shares","link_clicks","photo_view","video_play","other_clicks","post_negative_feedback","post_story_adds","post_stories","post_storytellers","post_consumptions","post_engaged_users","post_engaged_fan","post_video_complete_views_30s_autoplayed","post_video_complete_views_30s_clicked_to_play","post_video_complete_views_30s_organic","post_video_complete_views_30s_paid","post_video_complete_views_30s_unique","post_video_avg_time_watched","post_video_complete_views_organic_unique","post_video_length","post_video_views","post_video_views_autoplayed","post_video_views_clicked_to_play","post_video_views_10s_unique","post_video_views_10s_autoplayed","post_video_views_10s_clicked_to_play","post_video_views_10s_sound_on","post_video_views_sound_on","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","feed_likes","love","wow","haha","sad","angry","post_source_type","from_name","total_interactions","interaction_rate","ctr","views_rate","viral_fan_rate","total_reactions","feed_likes_rate","love_rate","wow_rate","haha_rate","sad_rate","angry_rate","viral_rate","fan_rate","share_rate","post_image","video_repost_sharetext","video_meme","series","category","format","sponsored","reposted","original","repost","repost_order","times_repost","days_bet_repost","average_views_rate","average_interaction_rate","average_post_reach","average_video_views","average_viral_fan_rate"
"1769264743325558_1829923820592983","https://www.facebook.com/1769264743325558_1829923820592983","video","Festival Inspired Summer Looks","1769264743325558_1829923820592983","https://www.facebook.com/fiercebymitu/videos/1829923820592983/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18192184_1829923843926314_4330428040644395008_n.jpg?oh=4613723aa61f4c70d7db38e5ded690df&oe=59B7119F",2017-05-01 11:00:00,2017-05-01,"11:00",66175,2264,479288,316749,6461,314784,6,55,45,40,450,46,34,395,1,112,54,905,3968,36,536,536,436,5039,4082,285,9654,315,9936,33,9943,4854,3054,64446,69857,69184,673,24827,24331,524,3669,7131,0.838,1,0.9196,0.6415,0.5092,0.4137,0.3621,0.3306,0.3068,0.2796,0.2493,0.2243,0.2082,0.1905,0.1748,0.1664,0.1572,0.1515,0.1458,0.1411,0.1325,0.1248,0.1152,0.1099,0.1058,0.0997,0.093,0.0891,0.0858,0.0828,0.0793,0.0733,0.0703,0.0675,0.0644,0.0622,0.06,0.0564,0.0446,0.0378,0.0224,65,14,0,1,0,0,"native","Fierce by mitu",536,0.00169219160912899,0.000353592276534417,0.22054371126665,48.7206314811949,80,0.8125,0.175,0,0.0125,0,0,0.979887624710112,0.0201123752898878,0.0858208955223881,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18192184_1829923843926314_4330428040644395008_n.jpg?oh=4613723aa61f4c70d7db38e5ded690df&oe=59B7119F ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Festival Inspired Summer Looks",0,NA,"Beauty & Fashion","Square",0,0,1,0,NA,NA,NA,0.22054371126665,0.00169219160912899,316749,69857,48.7206314811949
"1769264743325558_1814964035422295","https://www.facebook.com/1769264743325558_1814964035422295","video","Fierce Makeup Moments","1769264743325558_1814964035422295","https://www.facebook.com/fiercebymitu/videos/1814964035422295/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/17620080_1814964052088960_6593954596811440128_n.jpg?oh=a382440fbf13fe6cec8e0be3612094f7&oe=5965EEA6",2017-03-29 17:00:00,2017-03-29,"17:00",6931,860,917034,600955,3968,583621,21,145,158,152,801,162,131,656,4,102,249,6641,19109,48,1115,1115,1016,26101,19906,662,37213,3912,41070,55,41125,7373,17278,49214,138391,132305,6087,69926,64731,5195,18874,25006,0.8048,1,0.9862,0.8285,0.6665,0.608,0.5523,0.5198,0.5058,0.4894,0.4704,0.4358,0.4143,0.4019,0.3898,0.3774,0.3694,0.3535,0.3408,0.331,0.3243,0.3183,0.3142,0.3074,0.3018,0.2944,0.2868,0.284,0.2818,0.2802,0.2783,0.2765,0.2713,0.2621,0.2572,0.2499,0.2306,0.1931,0.1252,0.0831,0.0526,150,43,1,16,0,0,"native","Fierce by mitu",1115,0.00185538018653643,0.000169729846660732,0.230285129502209,147.081905241935,210,0.7143,0.2048,0.0048,0.0762,0,0,0.993246980457429,0.00675301954257142,0.145291479820628,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/17620080_1814964052088960_6593954596811440128_n.jpg?oh=a382440fbf13fe6cec8e0be3612094f7&oe=5965EEA6 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Fierce Makeup Moments",0,NA,"Beauty & Fashion","Square",0,0,1,0,NA,NA,NA,0.230285129502209,0.00185538018653643,600955,138391,147.081905241935
"1769264743325558_1840100099575355","https://www.facebook.com/1769264743325558_1840100099575355","video","Forever 21 copied this Latina's artwork and it'll make you angry.","1769264743325558_1840100099575355","https://www.facebook.com/fiercebymitu/videos/1840100099575355/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18555598_1840100389575326_5277707125299085312_n.jpg?oh=b8fd18b63887370fdfed0a1803978628&oe=59A2619D",2017-05-22 16:00:00,2017-05-22,"16:00",95728,423,1853752,1132629,36323,1092019,61,1522,2558,459,8996,2570,398,7474,12,237,233,13809,62826,79,12025,12025,10504,77105,57617,4324,114660,11480,126140,0,126140,9388,80577,42878,323865,310420,13445,182844,174565,12478,55062,72888,0.8181,1,0.9945,0.9705,0.8668,0.7716,0.6984,0.6513,0.6125,0.5822,0.5628,0.5403,0.5223,0.5068,0.4907,0.4786,0.4692,0.4633,0.4578,0.4511,0.4442,0.4383,0.4305,0.4257,0.418,0.4108,0.4055,0.3978,0.3899,0.3825,0.3783,0.3732,0.3671,0.3596,0.3453,0.332,0.3188,0.2809,0.2471,0.1824,0.1216,1170,122,39,1,10,277,"native","Fierce by mitu",12025,0.0106168922038902,0.000209247688342785,0.285940939177789,30.0641191531536,1619,0.7227,0.0754,0.0241,6e-04,0.0062,0.1711,0.967808519048303,0.0321914809516973,0.213721413721414,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18555598_1840100389575326_5277707125299085312_n.jpg?oh=b8fd18b63887370fdfed0a1803978628&oe=59A2619D ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Forever 21 copied this Latina's artwork and it'll make you angry.",0,NA,"Beauty & Fashion","Square",0,0,1,0,NA,NA,NA,0.285940939177789,0.0106168922038902,1132629,323865,30.0641191531536
"1769264743325558_1822742057977826","https://www.facebook.com/1769264743325558_1822742057977826","video","Frida Kahlo // How Her Life Influenced Her Style","1769264743325558_1822742057977826","https://www.facebook.com/fiercebymitu/videos/1822742057977826/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/17950534_1822742071311158_7928481406185897984_n.jpg?oh=50303a374312887c6a11b8ac185838b3&oe=598A4020",2017-04-25 16:00:00,2017-04-25,"16:00",44086,1008,16807123,9628678,36159,9492271,1956,17215,57349,15476,180804,57471,13520,163589,122,512,1662,74903,517795,1058,253751,253751,216648,594872,502634,10230,780029,50042,829933,138,830071,19714,543610,184830,2928800,2864018,64782,1120959,1065344,55615,338493,467441,1,0.7599,0.4826,0.427,0.3977,0.3701,0.353,0.3423,0.3322,0.3255,0.3208,0.3135,0.3097,0.3065,0.3017,0.2982,0.2949,0.2921,0.2883,0.2858,0.2835,0.2777,0.2736,0.271,0.2687,0.2669,0.2644,0.2629,0.2614,0.2599,0.2585,0.2562,0.2544,0.2531,0.2521,0.2502,0.243,0.2363,0.2294,0.2077,0.1396,31398,11742,857,31,57,1,"native","Fierce by mitu",253751,0.0263536697353468,5.31744856355151e-05,0.304174674861907,262.514754279709,44086,0.7122,0.2663,0.0194,7e-04,0.0013,0,0.996205146073383,0.0037948539266175,0.226485806952485,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/17950534_1822742071311158_7928481406185897984_n.jpg?oh=50303a374312887c6a11b8ac185838b3&oe=598A4020 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Frida Kahlo // How Her Life Influenced Her Style",0,NA,"Beauty & Fashion","Square",0,0,1,0,NA,NA,NA,0.304174674861907,0.0263536697353468,9628678,2928800,262.514754279709
"1769264743325558_1858774454374586","https://www.facebook.com/1769264743325558_1858774454374586","video","From Geeky to Glam! See Jenny Lorenzo get a Jen_ny69 makeover.","1769264743325558_1858774454374586","https://www.facebook.com/fiercebymitu/videos/1858774454374586/","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19491119_1858775341041164_4748555188652998656_n.jpg?oh=6f308b8da1e441c1594bbd26932b9d2e&oe=5A0AA513",2017-06-23 16:00:00,2017-06-23,"16:00",112758,359,17421838,7658909,75612,3864417,1380,46353,10600,3035,67981,10862,1655,21628,262,5882,375,130668,807370,602,81878,81878,72889,944295,629882,19417,1122024,87336,1209360,0,1133051,51833,537816,296681,2653169,2534190,118979,1438740,1452092,98404,1250536,1695163,1,0.7436,0.5946,0.5369,0.5202,0.4932,0.4586,0.4304,0.4261,0.421,0.4134,0.4046,0.3994,0.3982,0.3934,0.3904,0.3907,0.3893,0.3868,0.3842,0.3818,0.3716,0.3689,0.3724,0.3744,0.3784,0.3834,0.3865,0.3862,0.3846,0.3818,0.3738,0.3662,0.3484,0.3303,0.3239,0.3083,0.2763,0.2402,0.217,0.1131,44301,13278,831,274,10,23,"native","Fierce by mitu",81878,0.0106905565792726,0.000767994501566738,0.34641604959662,51.1085145215045,58717,0.7545,0.2261,0.0142,0.0047,2e-04,4e-04,0.980809278307342,0.0191907216926576,0.132660788001661,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19491119_1858775341041164_4748555188652998656_n.jpg?oh=6f308b8da1e441c1594bbd26932b9d2e&oe=5A0AA513 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","From Geeky to Glam! See Jenny Lorenzo get a Jen_ny69 makeover.",0,NA,"Beauty & Fashion","Square",0,0,1,0,NA,NA,NA,0.34641604959662,0.0106905565792726,7658909,2653169,51.1085145215045
"1769264743325558_1844860129099352","https://www.facebook.com/1769264743325558_1844860129099352","video","Get Summer ready with these Yoga basics!","1769264743325558_1844860129099352","https://www.facebook.com/fiercebymitu/videos/1844860129099352/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18737900_1844860879099277_8186064983067459584_n.jpg?oh=ac1201e866b9bcc3efac996c47a97abe&oe=59E500A5",2017-05-29 11:00:00,2017-05-29,"11:00",103203,258,442626,305700,10779,292849,5,78,226,40,533,230,35,455,4,224,18,1003,3768,23,803,803,668,5013,4061,350,8525,488,9013,0,9013,4990,2514,118995,46847,46098,749,15756,15162,594,2971,5661,0.8673,1,0.4946,0.3719,0.312,0.2808,0.2547,0.239,0.2262,0.2133,0.2006,0.1863,0.1738,0.1668,0.1559,0.1454,0.1373,0.1323,0.1286,0.1218,0.1148,0.1098,0.1066,0.1022,0.0972,0.0934,0.0888,0.0853,0.0823,0.08,0.077,0.0747,0.0722,0.0683,0.0652,0.0626,0.0609,0.0593,0.0575,0.0534,0.0268,77,19,1,0,0,0,"native","Fierce by mitu",803,0.00262675825973176,0.000732744520771999,0.153245011449133,27.1684757398646,97,0.7938,0.1959,0.0103,0,0,0,0.964499321538198,0.0355006784618019,0.286425902864259,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18737900_1844860879099277_8186064983067459584_n.jpg?oh=ac1201e866b9bcc3efac996c47a97abe&oe=59E500A5 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Get Summer ready with these Yoga basics!",0,NA,"Sports","Square",0,0,1,0,NA,NA,NA,0.153245011449133,0.00262675825973176,305700,46847,27.1684757398646
"1769264743325558_1840439202874778","https://www.facebook.com/1769264743325558_1840439202874778","video","Graduation Caps Are The New Clap Back","1769264743325558_1840439202874778","https://www.facebook.com/fiercebymitu/videos/1840439202874778/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18577428_1840439612874737_2265406536366948352_n.jpg?oh=6c04978b37f42b5ff4b55772c460eb2f&oe=59A7D7CB",2017-05-17 16:01:00,2017-05-17,"16:01",90190,1020,2209907,1366087,39938,1319962,215,2062,5590,1417,23611,5594,1202,21549,4,81,236,8491,47858,94,30622,30622,26861,56666,55444,4267,102617,5535,108152,0,108059,7492,88947,40275,343541,335762,7779,182726,175901,6825,36647,51174,0.8225,1,0.9931,0.973,0.7991,0.7023,0.6494,0.6102,0.5803,0.5622,0.5274,0.5002,0.4757,0.4516,0.4354,0.4248,0.4145,0.4076,0.3992,0.3918,0.3791,0.3713,0.3644,0.3562,0.3502,0.3444,0.3375,0.3333,0.3264,0.3213,0.3138,0.306,0.2991,0.2948,0.2892,0.2852,0.2774,0.2677,0.2597,0.2489,0.216,2080,1269,10,0,3,0,"native","Fierce by mitu",30622,0.0224158490637858,5.92934417793303e-05,0.251478126942135,33.0502779307927,3362,0.6187,0.3775,0.003,0,9e-04,0,0.970631664092948,0.029368335907052,0.182679119587225,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18577428_1840439612874737_2265406536366948352_n.jpg?oh=6c04978b37f42b5ff4b55772c460eb2f&oe=59A7D7CB ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Graduation Caps Are The New Clap Back",0,NA,"Latino Culture","Square",0,0,1,0,NA,NA,NA,0.251478126942135,0.0224158490637858,1366087,343541,33.0502779307927
"1769264743325558_1872880002964031","https://www.facebook.com/1769264743325558_1872880002964031","video","Happy Birthday to the one and only J.Lo!","1769264743325558_1872880002964031","https://www.facebook.com/fiercebymitu/videos/1872880002964031/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20385098_1872880699630628_7309607976388526080_n.jpg?oh=49967c9f261f2216f665e3a4af7f0c96&oe=59EEFA08",2017-07-24 14:00:00,2017-07-24,"14:00",138191,135,7098,4451,3907,346,3,64,8,4,73,8,1,9,0,0,2,60,96,4,85,85,73,158,184,141,254,21,275,0,264,4723,276,14846,1520,1463,57,553,532,41,194,366,0.8403,1,0.9888,0.965,0.8251,0.7155,0.6198,0.5426,0.4693,0.4343,0.4033,0.365,0.3419,0.2964,0.2587,0.1914,0.1413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,14,0,0,0,0,"native","Fierce by mitu",85,0.0190968321725455,0,0.341496292967872,0.0885589966726388,70,0.8,0.2,0,0,0,0,0.0813543381142723,0.918645661885728,0.0941176470588235,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20385098_1872880699630628_7309607976388526080_n.jpg?oh=49967c9f261f2216f665e3a4af7f0c96&oe=59EEFA08 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Happy Birthday to the one and only J.Lo!",0,NA,"Celebrity & Gossip","Square",0,0,1,0,NA,NA,NA,0.341496292967872,0.0190968321725455,4451,1520,0.0885589966726388
"1769264743325558_1839690869616278","https://www.facebook.com/1769264743325558_1839690869616278","video","Have you ever heard of Bed Yoga?","1769264743325558_1839690869616278","https://www.facebook.com/fiercebymitu/videos/1839690869616278/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18555639_1839691206282911_3230948311590502400_n.jpg?oh=73545221a3efcc764100a888c89e7d32&oe=59A48C8B",2017-05-15 16:05:00,2017-05-15,"16:05",87754,2381,1031160,673473,20977,657976,78,367,2414,498,3900,2431,420,3533,17,167,89,3770,14384,67,6829,6829,5715,18410,16359,1487,25882,2082,27964,0,27170,5798,15057,67539,129194,125936,3258,52290,50238,2747,11067,17703,0.8329,1,0.8811,0.6241,0.5088,0.4435,0.4078,0.374,0.3508,0.3251,0.2982,0.2812,0.2691,0.2551,0.2462,0.2397,0.2296,0.2234,0.2166,0.2116,0.2072,0.2024,0.1995,0.1958,0.1924,0.1885,0.1831,0.1776,0.1747,0.1714,0.168,0.1644,0.1616,0.1584,0.1541,0.1507,0.1476,0.1453,0.1181,0.0946,0.0671,328,65,3,0,0,0,"native","Fierce by mitu",6829,0.0101399759158868,0.000247968366957547,0.191832486231816,31.3665443104352,396,0.8283,0.1641,0.0076,0,0,0,0.969103899680832,0.0308961003191679,0.355981842143799,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18555639_1839691206282911_3230948311590502400_n.jpg?oh=73545221a3efcc764100a888c89e7d32&oe=59A48C8B ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Have you ever heard of Bed Yoga?",0,NA,"Beauty & Fashion","Square",0,0,1,0,NA,NA,NA,0.191832486231816,0.0101399759158868,673473,129194,31.3665443104352
"1769264743325558_1821163841468981","https://www.facebook.com/1769264743325558_1821163841468981","video","Heart Beats: Afro-Cubana Hip Hop.","1769264743325558_1821163841468981","https://www.facebook.com/fiercebymitu/videos/1821163841468981/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/17903043_1821164511468914_3688566932266549248_n.jpg?oh=f783b2cdd6b9bc6b1a1f3396d57d5573&oe=5950FB03",2017-04-10 17:00:00,2017-04-10,"17:00",17904,187,1152948,737958,8425,712116,36,816,1065,223,4067,1082,187,3251,17,357,172,4304,29184,64,5372,5372,4664,34017,28614,998,31033,2651,33684,0,33684,8941,9966,133801,217578,213752,3826,82246,78940,3306,28062,37664,0.8924,1,0.556,0.4051,0.2985,0.2537,0.2254,0.192,0.1763,0.1672,0.1593,0.1518,0.1424,0.1368,0.1316,0.1266,0.1205,0.1116,0.1046,0.0989,0.0929,0.0883,0.085,0.0804,0.0762,0.0737,0.0721,0.0687,0.0664,0.0642,0.0613,0.0598,0.0589,0.0576,0.0561,0.0544,0.0529,0.0516,0.05,0.0484,0.0287,777,263,1,3,0,0,"native","Fierce by mitu",5372,0.00727954707449475,0.000483767368874651,0.294837917605067,84.5241543026706,1044,0.7443,0.2519,0.001,0.0029,0,0,0.988307396803235,0.0116926031967647,0.201414743112435,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/17903043_1821164511468914_3688566932266549248_n.jpg?oh=f783b2cdd6b9bc6b1a1f3396d57d5573&oe=5950FB03 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Heart Beats: Afro-Cubana Hip Hop.",0,NA,"Identities","Square",0,0,1,0,NA,NA,NA,0.294837917605067,0.00727954707449475,737958,217578,84.5241543026706
"1769264743325558_1817432891842076","https://www.facebook.com/1769264743325558_1817432891842076","video","How To Fall In Love With Yourself","1769264743325558_1817432891842076","https://www.facebook.com/fiercebymitu/videos/1817432891842076/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/17779795_1817432901842075_1370419782347653120_n.jpg?oh=731e7bae4fb4735c8ad487b0f497b65f&oe=59964C93",2017-04-04 17:00:00,2017-04-04,"17:00",13339,179,815360,562364,5453,559493,26,415,634,165,2342,645,139,1927,11,12,391,4534,17653,21,3152,3152,2788,22590,18191,977,28410,3027,31383,54,31437,6955,23951,53011,119024,114917,4107,47470,43932,3538,14355,19892,0.802,1,0.9814,0.8034,0.6481,0.5353,0.463,0.4161,0.3828,0.3693,0.3554,0.3405,0.3312,0.3237,0.3162,0.3091,0.3042,0.298,0.2908,0.2865,0.2793,0.2739,0.2684,0.2633,0.2606,0.2572,0.2526,0.2486,0.2447,0.237,0.2283,0.2216,0.2176,0.2152,0.2131,0.2091,0.2069,0.2055,0.2041,0.1847,0.1243,704,291,0,1,1,0,"native","Fierce by mitu",3152,0.00560491069840886,2.13384925066327e-05,0.211649394342454,102.602787456446,997,0.7061,0.2919,0,0.001,0.001,0,0.990347750050447,0.0096522499495527,0.204631979695431,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/17779795_1817432901842075_1370419782347653120_n.jpg?oh=731e7bae4fb4735c8ad487b0f497b65f&oe=59964C93 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","How To Fall In Love With Yourself",0,NA,"Others","Square",0,0,1,0,NA,NA,NA,0.211649394342454,0.00560491069840886,562364,119024,102.602787456446
"1769264743325558_1853219991596699","https://www.facebook.com/1769264743325558_1853219991596699","video","How would you style these Valfré pieces?","1769264743325558_1853219991596699","https://www.facebook.com/fiercebymitu/videos/1853219991596699/","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19182510_1853222048263160_5859751721634365440_n.jpg?oh=9faf0d5a9aadcdf55607ed9202354dd2&oe=59E17313",2017-06-12 11:00:00,2017-06-12,"11:00",108577,195,204495,141717,5152,131984,5,45,17,22,175,17,17,130,0,60,15,297,2248,17,214,214,169,2620,2175,212,3273,115,3388,0,3388,5027,488,144275,31032,30811,221,8928,8892,169,2087,3787,1,0.9291,0.4466,0.3087,0.2373,0.1902,0.163,0.1465,0.1307,0.1091,0.0989,0.0926,0.0876,0.083,0.078,0.0708,0.0661,0.0616,0.0588,0.0562,0.0513,0.0483,0.0452,0.0423,0.0396,0.038,0.0371,0.0357,0.0339,0.0325,0.0301,0.0291,0.0278,0.0271,0.0255,0.0247,0.0231,0.023,0.0188,0.0163,0.0089,52,16,0,0,0,0,"native","Fierce by mitu",214,0.00151005172279966,0.00042337898770084,0.218971612438875,25.6180124223602,68,0.7647,0.2353,0,0,0,0,0.962431454906079,0.0375685450939214,0.0794392523364486,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19182510_1853222048263160_5859751721634365440_n.jpg?oh=9faf0d5a9aadcdf55607ed9202354dd2&oe=59E17313 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","How would you style these Valfré pieces?",0,NA,"Beauty & Fashion","Regular",0,0,1,0,NA,NA,NA,0.218971612438875,0.00151005172279966,141717,31032,25.6180124223602
"1769264743325558_1868638523388179","https://www.facebook.com/1769264743325558_1868638523388179","video","If Flaca and Maritza created a makeup palette.","1769264743325558_1868638523388179","https://www.facebook.com/fiercebymitu/videos/1868638523388179/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20108914_1868638966721468_4139165789674536960_n.jpg?oh=1961fe87c425940c835eaa59f8660aaa&oe=59F04B03",2017-07-17 16:00:00,2017-07-17,"16:00",135145,579,682614,438904,17700,434317,228,421,556,1456,3224,575,1228,2803,19,86,144,10648,27791,35,5255,5255,4655,38669,29374,2164,70813,8250,79063,0,79063,7852,80676,14441,159541,148877,10664,103123,93396,9727,32598,41226,0.8437,1,0.9975,0.9908,0.9312,0.8722,0.824,0.7969,0.7404,0.699,0.663,0.6479,0.6287,0.5975,0.5551,0.5143,0.4052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,35,1,221,0,1,"native","Fierce by mitu",5255,0.0119730054863934,0.000195942620709768,0.36349862384485,24.5376836158192,435,0.4069,0.0805,0.0023,0.508,0,0.0023,0.960842180714442,0.0391578192855578,0.10941960038059,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20108914_1868638966721468_4139165789674536960_n.jpg?oh=1961fe87c425940c835eaa59f8660aaa&oe=59F04B03 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","If Flaca and Maritza created a makeup palette.",0,NA,"Beauty & Fashion","Square",0,0,1,0,NA,NA,NA,0.36349862384485,0.0119730054863934,438904,159541,24.5376836158192
"1769264743325558_1812443659007666","https://www.facebook.com/1769264743325558_1812443659007666","video","If your hoop earrings could talk, what would they say about you?","1769264743325558_1812443659007666","https://www.facebook.com/fiercebymitu/videos/1812443659007666/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/17503529_1812443675674331_5836143394509815808_n.jpg?oh=87045fa40be4f89837cdaa56e18b971e&oe=59665E9C",2017-03-24 17:00:00,2017-03-24,"17:00",103,62,1689562,1019450,3001,1009109,172,1380,1468,982,5750,1511,810,4370,43,216,250,10441,60483,87,8243,8243,6912,71390,54336,2077,66772,6309,72971,110,71690,10678,26665,106814,287247,277586,9661,125358,118807,8319,50021,61773,0.8126,1,0.6395,0.4883,0.4339,0.3849,0.3351,0.3188,0.3064,0.2886,0.2753,0.2581,0.2491,0.242,0.2341,0.2194,0.2033,0.1938,0.1888,0.1853,0.1809,0.1771,0.1759,0.1733,0.1681,0.1629,0.1568,0.1512,0.1465,0.1432,0.1406,0.1382,0.1326,0.1273,0.1188,0.1115,0.1046,0.0982,0.095,0.0905,0.0479,1375,599,2,62,0,0,"native","Fierce by mitu",8243,0.00808573250282015,0.000211878954338124,0.281766638873903,336.257580806398,2038,0.6747,0.2939,0.001,0.0304,0,0,0.997034907272925,0.00296509272707512,0.183307048404707,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/17503529_1812443675674331_5836143394509815808_n.jpg?oh=87045fa40be4f89837cdaa56e18b971e&oe=59665E9C ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","If your hoop earrings could talk, what would they say about you?",0,NA,"Beauty & Fashion","Square",0,0,1,0,NA,NA,NA,0.281766638873903,0.00808573250282015,1019450,287247,336.257580806398
"1769264743325558_1841153496136682","https://www.facebook.com/1769264743325558_1841153496136682","video","Inspired by María Félix and La Virgen de Guadalupe, Valentina is changing the drag world.","1769264743325558_1841153496136682","https://www.facebook.com/fiercebymitu/videos/1841153496136682/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18640261_1841153909469974_5170530640243720192_n.jpg?oh=c1df72ebca6b5ad4a774988b58d7af71&oe=599F1FA9",2017-05-19 16:01:00,2017-05-19,"16:01",93315,1766,2525236,1407429,37691,1318718,260,2873,2748,2015,18464,2795,1755,15591,47,196,308,16556,76919,327,23274,23274,18373,93979,68547,4039,100205,11896,112101,0,109137,8348,81231,50558,386240,370651,15589,188065,176323,13899,68100,89489,0.8207,1,0.9901,0.851,0.7172,0.653,0.5886,0.536,0.4878,0.4529,0.4197,0.3903,0.3707,0.3599,0.3476,0.3392,0.3302,0.3213,0.3148,0.309,0.3059,0.3031,0.2998,0.2958,0.2917,0.2889,0.2863,0.2834,0.2815,0.2783,0.2737,0.2693,0.2665,0.2614,0.2559,0.2495,0.2429,0.2343,0.2239,0.206,0.1564,1424,1398,8,7,84,1,"native","Fierce by mitu",23274,0.0165365357684118,0.000139261021337488,0.274429473884651,34.9876097742167,2922,0.4873,0.4784,0.0027,0.0024,0.0287,3e-04,0.972212658571272,0.0277873414287284,0.120091088768583,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18640261_1841153909469974_5170530640243720192_n.jpg?oh=c1df72ebca6b5ad4a774988b58d7af71&oe=599F1FA9 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Inspired by María Félix and La Virgen de Guadalupe, Valentina is changing the drag world.",0,NA,"Identities","Square",0,0,1,0,NA,NA,NA,0.274429473884651,0.0165365357684118,1407429,386240,34.9876097742167
