"status_id","permalink","post_type","sharetext","headline","link","full_picture","created_time","date","hour","page_total_likes","page_new_likes","post_impressions","post_reach","post_reach_fan_unique","post_reach_viral_unique","comments_on_post","likes_on_post","shares_on_post","total_comments","total_likes","total_shares","comments_on_shares","likes_on_shares","shares_on_shares","link_clicks","photo_view","video_play","other_clicks","post_negative_feedback","post_story_adds","post_stories","post_storytellers","post_consumptions","post_engaged_users","post_engaged_fan","post_video_complete_views_30s_autoplayed","post_video_complete_views_30s_clicked_to_play","post_video_complete_views_30s_organic","post_video_complete_views_30s_paid","post_video_complete_views_30s_unique","post_video_avg_time_watched","post_video_complete_views_organic_unique","post_video_length","post_video_views","post_video_views_autoplayed","post_video_views_clicked_to_play","post_video_views_10s_unique","post_video_views_10s_autoplayed","post_video_views_10s_clicked_to_play","post_video_views_10s_sound_on","post_video_views_sound_on","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","feed_likes","love","wow","haha","sad","angry","post_source_type","from_name","total_interactions","interaction_rate","ctr","views_rate","viral_fan_rate","share_rate","total_reactions","feed_likes_rate","love_rate","wow_rate","haha_rate","sad_rate","angry_rate","viral_rate","fan_rate","post_image","author","mitu_link","category","sponsored","reposted","original","repost","repost_order","times_repost","days_bet_repost","average_ctr","average_interaction_rate","average_post_reach","average_link_clicks","author_status"
"150424302108405_213115919172576","https://www.facebook.com/150424302108405_213115919172576","link","From Brazil, to the pages of Sports Illustrated's Swimsuit Edition.","The 2017 SI Swimsuit Model Is A Brazilian Bombshell","https://www.wearemitu.com/bad-hombres/meet-the-winner-of-the-2017-sports-illustrated-swimsuit-model-search/","https://external.xx.fbcdn.net/safe_image.php?d=AQBiaUgns_sRtXNb&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F03%2F29160345%2FScreen-Shot-2017-03-29-at-4.02.58-PM.png&_nc_hash=AQC6cF0H6uTg40l-",2017-03-30 14:00:00,2017-03-30,"14:00",49261,2319,17624,11416,1102,10337,0,3,2,0,13,2,0,10,0,64,5,0,35,3,15,15,15,104,115,34,3,0,3,0,3,0,3,0,7,7,0,3,3,0,3,4,0.5714,1,1,1,1,0.7143,0.7143,0.5714,0.5714,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,1,2,0,0,0,0,"native","Bad Hombres",15,0.00131394533987386,0.00560616678346181,0.000613174491941135,9.38021778584392,0.133333333333333,3,0.3333,0.6667,0,0,0,0,0.903662907596818,0.0963370924031821,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQBiaUgns_sRtXNb&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F03%2F29160345%2FScreen-Shot-2017-03-29-at-4.02.58-PM.png&_nc_hash=AQC6cF0H6uTg40l- ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/meet-the-winner-of-the-2017-sports-illustrated-swimsuit-model-search/","Beauty & Fashion",0,0,1,0,NA,NA,NA,0.00560616678346181,0.00131394533987386,11416,64,"Jason Marcus"
"150424302108405_213214032496098","https://www.facebook.com/150424302108405_213214032496098","link","""Lopez"" delivers on the humor","The Season 2 Premiere of ""Lopez"" Picked Up Where Last Season Ended And Looks To Be Even Better","https://www.wearemitu.com/bad-hombres/season-2-of-lopez-premiered-last-night-and-it-was-well-worth-the-wait/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17617361_6079540937295_4822098450533318656_n.png?oh=520c16ab4e135e4d310a2c44e99a0428&oe=5A03CD9E",2017-03-31 14:00:00,2017-03-31,"14:00",51611,2384,23974,15762,1784,13018,2,49,5,4,64,5,2,15,0,65,4,0,56,3,73,73,69,125,176,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,2,0,0,0,0,"native","Bad Hombres",73,0.00463139195533562,0.00412384215201117,0,7.29708520179372,0.0684931506849315,49,0.9592,0.0408,0,0,0,0,0.87947574652074,0.12052425347926,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17617361_6079540937295_4822098450533318656_n.png?oh=520c16ab4e135e4d310a2c44e99a0428&oe=5A03CD9E ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/season-2-of-lopez-premiered-last-night-and-it-was-well-worth-the-wait/","TV & Movies",0,0,1,0,NA,NA,NA,0.00412384215201117,0.00463139195533562,15762,65,"Jason Marcus"
"150424302108405_205527756598059","https://www.facebook.com/150424302108405_205527756598059","link","Hairy palms or stress relief? The choice is tough.","Seriously, Here’s Why You Should Stop Rubbing One Out Right Now!","https://www.wearemitu.com/bad-hombres/seriously-heres-why-you-should-drop-everything-and-stop-fcking-masturbating-right-now/","https://external.xx.fbcdn.net/safe_image.php?d=AQDdjwmFzc4IMrga&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F02%2F28170245%2FMAINImageJ.jpg&_nc_hash=AQAXfxGKf5aTnd3j",2017-03-17 14:00:00,2017-03-17,"14:00",35171,8228,27325,18443,1460,17020,0,7,3,0,17,3,0,10,0,116,7,0,49,3,20,20,19,172,183,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,1,0,0,"native","Bad Hombres",20,0.00108442227403351,0.00628964918939435,0,11.6575342465753,0.15,7,0.8571,0,0,0.1429,0,0,0.920995670995671,0.079004329004329,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQDdjwmFzc4IMrga&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F02%2F28170245%2FMAINImageJ.jpg&_nc_hash=AQAXfxGKf5aTnd3j ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/seriously-heres-why-you-should-drop-everything-and-stop-fcking-masturbating-right-now/","Sex & Relationships",0,0,1,0,NA,NA,NA,0.00628964918939435,0.00108442227403351,18443,116,"Jason Marcus"
"150424302108405_217370045413830","https://www.facebook.com/150424302108405_217370045413830","link","And he didn't even use any cheat codes...","This Mexican Dude Is The First Person To Ever Beat Every Nintendo Video Game","https://www.wearemitu.com/bad-hombres/the-mexican-runner-is-a-gamer-who-made-a-name-for-himself-streaming-speedruns-but-his-greatest-achievement-is-beating-every-nes-game-ever/","https://external.xx.fbcdn.net/safe_image.php?d=AQCFbX34oA9XHBWb&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F04%2F04123053%2FScreen-Shot-2017-04-04-at-12.30.03-PM.png&_nc_hash=AQAhixUMIqOl7GI_",2017-04-06 14:00:00,2017-04-06,"14:00",59511,1424,161101,100610,2161,99907,3,25,23,27,171,25,24,146,2,431,202,0,468,6,223,223,207,1101,1124,84,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,1,0,0,"native","Bad Hombres",223,0.00221647947520127,0.00428386840274327,9.93936984395189e-06,46.2318371124479,0.112107623318386,24,0.9167,0.0417,0,0.0417,0,0,0.978827840263354,0.0211721597366462,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQCFbX34oA9XHBWb&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F04%2F04123053%2FScreen-Shot-2017-04-04-at-12.30.03-PM.png&_nc_hash=AQAhixUMIqOl7GI_ ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/the-mexican-runner-is-a-gamer-who-made-a-name-for-himself-streaming-speedruns-but-his-greatest-achievement-is-beating-every-nes-game-ever/","Gaming",0,0,1,0,NA,NA,NA,0.00428386840274327,0.00221647947520127,100610,431,"Jason Marcus"
"150424302108405_222318901585611","https://www.facebook.com/150424302108405_222318901585611","link","A $5 donation gets you stock in his relationship, so if he gets married, you do too a little.","There's A Guy Crowdsourcing $15,000 To Buy An Engagement Ring For His Girlfriend, But If I Can Raise The Money First, I'm Proposing To Her Instead","https://www.wearemitu.com/bad-hombres/theres-a-guy-crowdsourcing-15000-to-buy-an-engagement-ring-for-his-girlfriend-but-if-i-can-raise-the-money-first-im-proposing-to-her-instead/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17508302_6075961476509_1442968694874439680_n.jpg?oh=f1d8c6dfbbd5d982fdc82cd86c4c0233&oe=59EB119D",2017-04-12 17:00:00,2017-04-12,"17:00",72590,1143,535489,344512,7700,342397,0,14,17,131,332,22,131,318,5,6240,129,0,6161,12,485,485,417,12530,9702,293,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0,0,4,0,0,"native","Bad Hombres",485,0.00140778840795096,0.0181125766301319,2.90265651123909e-06,44.4671428571429,0.045360824742268,14,0.7143,0,0,0.2857,0,0,0.978006095453546,0.0219939045464543,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17508302_6075961476509_1442968694874439680_n.jpg?oh=f1d8c6dfbbd5d982fdc82cd86c4c0233&oe=59EB119D ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/theres-a-guy-crowdsourcing-15000-to-buy-an-engagement-ring-for-his-girlfriend-but-if-i-can-raise-the-money-first-im-proposing-to-her-instead/","Sex & Relationships",0,0,1,0,NA,NA,NA,0.0181125766301319,0.00140778840795096,344512,6240,"Jason Marcus"
"150424302108405_222324848251683","https://www.facebook.com/150424302108405_222324848251683","link","The only thing shaking your bed frame is her restless leg syndrome.","What If Your Girlfriend's Bedroom Habits Are Slowly Killing You?","https://www.wearemitu.com/bad-hombres/these-are-all-of-the-ways-that-your-girlfriends-bedroom-habits-are-slowly-killing-you/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17509117_6075964954509_6920306385422909440_n.png?oh=c03ba949dd6fbf67da85849e2330c072&oe=59F91EFB",2017-04-13 10:00:00,2017-04-13,"10:00",78931,6453,28683,19896,2313,16968,0,18,4,1,26,6,1,8,2,99,2,0,136,3,33,33,29,237,252,49,7,2,9,0,9,0,10,0,26,23,3,15,12,3,8,8,0.8462,1,0.9615,0.9615,0.9231,0.8846,0.8077,0.6923,0.6154,0.5769,0.5769,0.5385,0.5385,0.5385,0.5,0.5,0.5,0.4615,0.4231,0.4231,0.3846,0.3846,0.3846,0.3846,0.3462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,0,1,0,0,"native","Bad Hombres",33,0.00165862484921592,0.00497587454764777,0.00130679533574588,7.33592736705577,0.181818181818182,17,0.9412,0,0,0.0588,0,0,0.880037342461491,0.119962657538509,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17509117_6075964954509_6920306385422909440_n.png?oh=c03ba949dd6fbf67da85849e2330c072&oe=59F91EFB ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/these-are-all-of-the-ways-that-your-girlfriends-bedroom-habits-are-slowly-killing-you/","Sex & Relationships",0,0,1,0,NA,NA,NA,0.00497587454764777,0.00165862484921592,19896,99,"Jason Marcus"
"150424302108405_207546136396221","https://www.facebook.com/150424302108405_207546136396221","link","Work just got more interesting.","No Shoes, No Shirt And Now, No Drug Test?","https://www.wearemitu.com/bad-hombres/this-article-would-be-better-if-it-were-written-in-colombia-because-im-funnier-when-im-drunk/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17312954_6074291141109_289619926920986624_n.png?oh=e96c402936e4c23c5bbbfea606c225d5&oe=5A04D59D",2017-03-20 16:29:00,2017-03-20,"16:29",39987,1668,218222,147226,2398,145020,0,19,18,4,151,18,4,132,0,1309,169,0,866,2,173,173,162,2344,2291,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,2,0,0,"native","Bad Hombres",173,0.00117506418703218,0.00889109260592558,0,60.4753961634696,0.104046242774566,19,0.8947,0,0,0.1053,0,0,0.983733329715503,0.0162666702844971,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17312954_6074291141109_289619926920986624_n.png?oh=e96c402936e4c23c5bbbfea606c225d5&oe=5A04D59D ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/this-article-would-be-better-if-it-were-written-in-colombia-because-im-funnier-when-im-drunk/","Other",0,0,1,0,NA,NA,NA,0.00889109260592558,0.00117506418703218,147226,1309,"Jason Marcus"
"150424302108405_211559122661589","https://www.facebook.com/150424302108405_211559122661589","link","Mess with the bull, get the horns...","If You Were A Bullfighter, This Would Be Your Worst Nightmare Come True","https://www.wearemitu.com/bad-hombres/this-guy-literally-grabbed-the-bull-by-the-horns-with-his-ass/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17508215_6074757881909_4802840633221840896_n.png?oh=36324a382e4e52fc5a5f88c63f280c35&oe=59EF95E6",2017-03-27 14:00:00,2017-03-27,"14:00",46728,213,117657,74015,1679,72446,0,5,4,2,60,4,2,55,0,293,200,0,420,2,66,66,60,913,814,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,2,0,0,"native","Bad Hombres",66,0.000891711139633858,0.00395865702898061,0,43.1483025610482,0.0606060606060606,5,0.6,0,0,0.4,0,0,0.977349072512648,0.0226509274873524,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17508215_6074757881909_4802840633221840896_n.png?oh=36324a382e4e52fc5a5f88c63f280c35&oe=59EF95E6 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/this-guy-literally-grabbed-the-bull-by-the-horns-with-his-ass/","Sensationalist",0,0,1,0,NA,NA,NA,0.00395865702898061,0.000891711139633858,74015,293,"Jason Marcus"
"150424302108405_215492575601577","https://www.facebook.com/150424302108405_215492575601577","link","""Latino Men really do get a bad rap.""","This Is How The Media Portrays Latino Men And Here's What We Can Do About It","https://www.wearemitu.com/bad-hombres/this-is-how-the-media-portrays-latino-men-and-heres-what-we-can-do-about-it/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17616541_23842560132450117_2122020908615860224_n.jpg?oh=e6a1cd0a0be17ab36cb5d2150b30e5a2&oe=5A02EA8E",2017-04-03 17:00:00,2017-04-03,"17:00",54726,1740,306060,184788,3329,182577,4,30,32,147,236,32,143,206,0,1569,274,0,2499,5,415,415,346,4342,3624,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2,0,0,0,0,"native","Bad Hombres",415,0.00224581682793255,0.00849081109162933,0,54.8443977170321,0.0771084337349398,29,0.931,0.069,0,0,0,0,0.98209310081439,0.0179068991856099,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17616541_23842560132450117_2122020908615860224_n.jpg?oh=e6a1cd0a0be17ab36cb5d2150b30e5a2&oe=5A02EA8E ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/this-is-how-the-media-portrays-latino-men-and-heres-what-we-can-do-about-it/","Latino Culture",0,0,1,0,NA,NA,NA,0.00849081109162933,0.00224581682793255,184788,1569,"Jason Marcus"
"150424302108405_223048451512656","https://www.facebook.com/150424302108405_223048451512656","link","This Is my spirit animal.","This Squirrel Trying To Eat A Taco Twice His Size Is My Spirit Animal","https://www.wearemitu.com/bad-hombres/this-squirrel-trying-to-eat-a-taco-twice-his-size-is-my-spirit-animal/","https://external.xx.fbcdn.net/safe_image.php?d=AQBPyomp18kMsQgz&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F04%2F13133212%2FScreen-Shot-2017-04-13-at-1.31.51-PM.png&_nc_hash=AQBqv4ZTrTKsm2IJ",2017-04-14 14:00:00,2017-04-14,"14:00",82490,3622,13846,7870,1850,6160,0,13,5,0,25,5,0,12,0,37,1,0,15,4,30,30,27,53,71,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0,4,0,0,"native","Bad Hombres",30,0.00381194409148666,0.00470139771283355,0,3.32972972972973,0.166666666666667,13,0.6154,0.0769,0,0.3077,0,0,0.769038701622971,0.230961298377029,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQBPyomp18kMsQgz&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F04%2F13133212%2FScreen-Shot-2017-04-13-at-1.31.51-PM.png&_nc_hash=AQBqv4ZTrTKsm2IJ ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/this-squirrel-trying-to-eat-a-taco-twice-his-size-is-my-spirit-animal/","Animals",0,0,1,0,NA,NA,NA,0.00470139771283355,0.00381194409148666,7870,37,"Jason Marcus"
"150424302108405_213216605829174","https://www.facebook.com/150424302108405_213216605829174","link","Two men enter, one man pees...","Poll: How Well Do You Know Men's Room Etiquette?","https://www.wearemitu.com/bad-hombres/urine-for-a-treat-because-this-is-likely-the-best-poll-on-mens-room-etiquette-that-youll-ever-take/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17266724_6075002653909_4071495762427510784_n.png?oh=2895ffa87cb2c62db1866fa0047908a9&oe=5A384DE7",2017-04-01 14:00:00,2017-04-01,"14:00",52194,1020,28353,18543,1406,16592,1,8,1,3,17,1,2,9,0,76,26,0,74,1,21,21,19,176,171,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,1,0,0,"native","Bad Hombres",21,0.00113250283125708,0.00409858167502562,0,11.800853485064,0.0476190476190476,8,0.75,0.125,0,0.125,0,0,0.921880208912101,0.0781197910878987,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17266724_6075002653909_4071495762427510784_n.png?oh=2895ffa87cb2c62db1866fa0047908a9&oe=5A384DE7 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/urine-for-a-treat-because-this-is-likely-the-best-poll-on-mens-room-etiquette-that-youll-ever-take/","Other",0,0,1,0,NA,NA,NA,0.00409858167502562,0.00113250283125708,18543,76,"Jason Marcus"
"150424302108405_203850956765739","https://www.facebook.com/150424302108405_203850956765739","link","Lawyer, lawyer pants on fire…","This Lawyer's Career Is Ruined Because He Had A Hot Pocket In Court","https://www.wearemitu.com/bad-hombres/whats-red-and-yellow-and-looks-good-on-a-lawyer/","https://external.xx.fbcdn.net/safe_image.php?d=AQD0nNpiCuqaMOed&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F03%2F09170920%2FHot-Pocket.png&_nc_hash=AQDbEcg3K9ZyD8Rh",2017-03-14 14:12:00,2017-03-14,"14:12",17453,172,26660,19276,947,18437,0,18,5,0,27,5,0,9,0,104,15,0,62,1,32,32,29,181,193,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,0,2,0,0,"native","Bad Hombres",32,0.00166009545548869,0.00539531023033824,0,19.4688489968321,0.15625,18,0.8333,0.0556,0,0.1111,0,0,0.951145274453157,0.0488547255468428,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQD0nNpiCuqaMOed&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F03%2F09170920%2FHot-Pocket.png&_nc_hash=AQDbEcg3K9ZyD8Rh ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/whats-red-and-yellow-and-looks-good-on-a-lawyer/","Sensationalist",0,0,1,0,NA,NA,NA,0.00539531023033824,0.00166009545548869,19276,104,"Jason Marcus"
"150424302108405_209063926244442","https://www.facebook.com/150424302108405_209063926244442","link","And some are arguing he's a hero.","This Man Gives Women A Taste Of Their Own Medicine By Ditching His Dates With The Bill","https://www.wearemitu.com/bad-hombres/who-pays-on-a-first-date-if-youre-this-guy-you-already-know/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17266511_6074447605909_1423255692633964544_n.png?oh=55d1a0f8d7435ac51fb671b372b4e124&oe=59F43F04",2017-03-23 14:00:00,2017-03-23,"14:00",44800,3078,31878,22322,3989,17569,17,32,4,24,46,4,7,14,0,248,18,0,275,2,74,74,67,541,461,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,2,13,0,5,"native","Bad Hombres",74,0.00331511513305259,0.0111101155810411,0,4.40436199548759,0.0540540540540541,32,0.375,0,0.0625,0.4062,0,0.1562,0.814964282400965,0.185035717599035,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17266511_6074447605909_1423255692633964544_n.png?oh=55d1a0f8d7435ac51fb671b372b4e124&oe=59F43F04 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/who-pays-on-a-first-date-if-youre-this-guy-you-already-know/","Sex & Relationships",0,0,1,0,NA,NA,NA,0.0111101155810411,0.00331511513305259,22322,248,"Jason Marcus"
"150424302108405_216620555488779","https://www.facebook.com/150424302108405_216620555488779","link","Romo is now every team's emergency backup QB...","With 15 Seasons Of Football Behind Him, Tony Romo Hangs Up His Jersey And Looks Forward To A Future In Sports Broadcasting","https://www.wearemitu.com/bad-hombres/with-15-seasons-of-football-behind-him-tony-romo-hangs-up-his-jersey-and-looks-forward-to-a-future-in-sports-broadcasting/","https://external.xx.fbcdn.net/safe_image.php?d=AQB8zmefhA7eg1jW&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F04%2F04143705%2FTony-Romo-Retirement.png&_nc_hash=AQD-CH9e92XLaFIO",2017-04-05 14:00:00,2017-04-05,"14:00",58142,1386,1799,1184,988,44,0,14,1,0,18,1,0,4,0,7,0,0,10,2,19,19,18,17,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,2,0,0,0,"native","Bad Hombres",19,0.0160472972972973,0.00591216216216216,0,0.0445344129554656,0.0526315789473684,14,0.7143,0.1429,0.1429,0,0,0,0.0426356589147287,0.957364341085271,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQB8zmefhA7eg1jW&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F04%2F04143705%2FTony-Romo-Retirement.png&_nc_hash=AQD-CH9e92XLaFIO ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/with-15-seasons-of-football-behind-him-tony-romo-hangs-up-his-jersey-and-looks-forward-to-a-future-in-sports-broadcasting/","Sports",0,0,1,0,NA,NA,NA,0.00591216216216216,0.0160472972972973,1184,7,"Jason Marcus"
"150424302108405_223045271512974","https://www.facebook.com/150424302108405_223045271512974","link","I would freak out...","This Mexican Black Kingsnake Had A Layover On Its Way To Your Nightmares","https://www.wearemitu.com/bad-hombres/wtf-a-mexican-black-kingsnake-was-found-wandering-in-london/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17861324_6076198218109_5713178313321611264_n.png?oh=9fc9b81291b5d01e921529cf6acacf2b&oe=5A01EC15",2017-04-15 14:00:00,2017-04-15,"14:00",83577,1168,41217,28249,3477,24185,0,13,6,0,31,6,0,18,0,200,2,0,109,3,37,37,34,311,319,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,1,0,0,0,"native","Bad Hombres",37,0.00130978087719919,0.00707989663350915,0,6.95570894449238,0.162162162162162,13,0.9231,0,0.0769,0,0,0,0.87430409948666,0.12569590051334,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17861324_6076198218109_5713178313321611264_n.png?oh=9fc9b81291b5d01e921529cf6acacf2b&oe=5A01EC15 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/wtf-a-mexican-black-kingsnake-was-found-wandering-in-london/","Animals",0,0,1,0,NA,NA,NA,0.00707989663350915,0.00130978087719919,28249,200,"Jason Marcus"
