"status_id","permalink","post_type","sharetext","headline","link","full_picture","created_time","date","hour","page_total_likes","page_new_likes","post_impressions","post_reach","post_reach_fan_unique","post_reach_viral_unique","comments_on_post","likes_on_post","shares_on_post","total_comments","total_likes","total_shares","comments_on_shares","likes_on_shares","shares_on_shares","link_clicks","photo_view","video_play","other_clicks","post_negative_feedback","post_story_adds","post_stories","post_storytellers","post_consumptions","post_engaged_users","post_engaged_fan","post_video_complete_views_30s_autoplayed","post_video_complete_views_30s_clicked_to_play","post_video_complete_views_30s_organic","post_video_complete_views_30s_paid","post_video_complete_views_30s_unique","post_video_avg_time_watched","post_video_complete_views_organic_unique","post_video_length","post_video_views","post_video_views_autoplayed","post_video_views_clicked_to_play","post_video_views_10s_unique","post_video_views_10s_autoplayed","post_video_views_10s_clicked_to_play","post_video_views_10s_sound_on","post_video_views_sound_on","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","feed_likes","love","wow","haha","sad","angry","post_source_type","from_name","total_interactions","interaction_rate","ctr","views_rate","viral_fan_rate","share_rate","total_reactions","feed_likes_rate","love_rate","wow_rate","haha_rate","sad_rate","angry_rate","viral_rate","fan_rate","post_image","author","mitu_link","category","sponsored","reposted","original","repost","repost_order","times_repost","days_bet_repost","average_ctr","average_interaction_rate","average_post_reach","average_link_clicks","author_status"
"150424302108405_253596315124536","https://www.facebook.com/150424302108405_253596315124536","link","This is a game changer.","Read This And You'll Be Able To Buy A Car Without Even Bringing Your Dad Along","https://wearemitu.com/bad-hombres/how-to-confidently-buy-a-car-without-even-bringing-your-dad-with-you/","https://scontent.xx.fbcdn.net/v/t45.1600-4/19117865_6065557260803_4676294000280338432_n.jpg?oh=e600322629e4c82b7954804954bc30eb&oe=59F7C5FE",2017-06-13 19:00:00,2017-06-13,"19:00",145851,1214,78571,51400,3099,48586,0,10,22,16,72,23,16,62,1,1294,290,0,718,4,111,111,101,2302,1985,180,4,0,4,0,4,0,4,0,21,21,0,7,7,0,5,6,0.8095,1,0.9048,0.619,0.4286,0.3333,0.3333,0.3333,0.3333,0.3333,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2381,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,0.1429,0.1429,8,0,0,1,0,0,"native","Bad Hombres",111,0.00215953307392996,0.0251750972762646,0.000408560311284047,15.6779606324621,0.207207207207207,9,0.8889,0,0,0.1111,0,0,0.94004063074393,0.0599593692560704,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/19117865_6065557260803_4676294000280338432_n.jpg?oh=e600322629e4c82b7954804954bc30eb&oe=59F7C5FE ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/how-to-confidently-buy-a-car-without-even-bringing-your-dad-with-you/","Other",0,0,1,0,NA,NA,NA,0.0251750972762646,0.00215953307392996,51400,1294,"Jason Marcus"
"150424302108405_226863337797834","https://www.facebook.com/150424302108405_226863337797834","link","There's wrestling moves, and then there are high risk maneuvers.","If Someone Jumped Off The Top Rope And Hit You With Any Of These Wrestling Finishers, You'd Be Dead AF","https://wearemitu.com/bad-hombres/if-youre-a-wrestling-fan-this-list-of-top-rope-finishers-is-necessary-af/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17861145_6076490518909_56893438905286656_n.png?oh=e851606dfb2f8688c6732b5fb2140664&oe=5A022135",2017-04-21 14:00:00,2017-04-21,"14:00",89434,1700,4367,2896,1870,31,0,14,1,0,15,1,0,1,0,40,0,0,16,2,16,16,15,56,65,31,2,0,2,0,2,0,0,0,3,3,0,2,2,0,2,2,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,14,0,0,0,0,0,"native","Bad Hombres",16,0.00552486187845304,0.0138121546961326,0.00103591160220994,0.0165775401069519,0.0625,14,1,0,0,0,0,0,0.0163072067332983,0.983692793266702,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17861145_6076490518909_56893438905286656_n.png?oh=e851606dfb2f8688c6732b5fb2140664&oe=5A022135 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/if-youre-a-wrestling-fan-this-list-of-top-rope-finishers-is-necessary-af/","Sports",0,0,1,0,NA,NA,NA,0.0138121546961326,0.00552486187845304,2896,40,"Jason Marcus"
"150424302108405_226130647871103","https://www.facebook.com/150424302108405_226130647871103","link","Obama had two terms in the time it took her to get ready.","Here's To Every Guy Who Has Ever Had To Wait For His GF For Hours To Get Ready","https://wearemitu.com/bad-hombres/it-takes-your-girlfriend-forever-to-get-ready/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17948161_6076427558109_1208864355580379136_n.png?oh=1f6f46e90e9db8aec39695b031172ba3&oe=5A362F60",2017-04-18 17:00:00,2017-04-18,"17:00",85552,906,25186,16399,2594,13584,0,20,4,1,31,5,1,11,1,93,3,0,56,1,37,37,35,152,175,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,6,0,0,"native","Bad Hombres",37,0.0022562351362888,0.0056710775047259,0,5.236700077101,0.135135135135135,20,0.7,0,0,0.3,0,0,0.839658795895661,0.160341204104339,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17948161_6076427558109_1208864355580379136_n.png?oh=1f6f46e90e9db8aec39695b031172ba3&oe=5A362F60 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/it-takes-your-girlfriend-forever-to-get-ready/","Sex & Relationships",0,0,1,0,NA,NA,NA,0.0056710775047259,0.0022562351362888,16399,93,"Jason Marcus"
"150424302108405_257128658104635","https://www.facebook.com/150424302108405_257128658104635","link","""If you look at all players, especially Dominicans, when they get to the MLB and they get a good bonus, the first thing they do is secure a house for their moms.""","Latino Baseball Players Talk About The Culture Clash They Experience Playing For MLB","https://wearemitu.com/bad-hombres/latino-baseball-players-talk-money-new-fame-family-and-baseball-culture/","https://external.xx.fbcdn.net/safe_image.php?d=AQAiS-jr6WuYvMqS&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F06%2F20083737%2Flatinoplayers.jpg&_nc_hash=AQCeFAvzp6YCf0XE",2017-06-21 06:00:00,2017-06-21,"6:00",155933,1320,188490,126934,9659,121118,4,130,63,33,538,66,29,408,3,1629,72,0,2963,10,637,637,560,4664,3751,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,23,0,0,0,0,"native","Bad Hombres",637,0.00501835599602943,0.0128334410008351,0,12.5393933119371,0.103610675039246,127,0.8189,0.1811,0,0,0,0,0.926141446890508,0.0738585531094917,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQAiS-jr6WuYvMqS&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F06%2F20083737%2Flatinoplayers.jpg&_nc_hash=AQCeFAvzp6YCf0XE ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Araceli Cruz","https://wearemitu.com/bad-hombres/latino-baseball-players-talk-money-new-fame-family-and-baseball-culture/","Sports",0,0,1,0,NA,NA,NA,0.0128334410008351,0.00501835599602943,126934,1629,"Contributor"
"150424302108405_240297713121063","https://www.facebook.com/150424302108405_240297713121063","link","They bringing the ""Latino Heat.""","Wrestling Icon Follows His Uncle Into The Family Business As An Actor Trainer","https://wearemitu.com/bad-hombres/legendary-guerrero-family-in-netflixs-gorgeous-ladies-of-wrestling/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18341427_6087706284326_7428020052940554240_n.png?oh=8ef2379a93d789d583920e05bc27d332&oe=5A005889",2017-05-17 11:56:00,2017-05-17,"11:56",117635,794,75106,49726,3211,46541,0,23,12,3,62,12,3,39,0,268,104,0,292,1,77,77,71,664,601,96,4,1,5,0,5,0,1,0,19,18,1,8,7,1,5,5,0.8947,1,0.7368,0.5789,0.4211,0.4211,0.3684,0.3684,0.3684,0.3684,0.3158,0.2632,0.2632,0.2632,0.2632,0.2632,0.2632,0.2632,0.2632,0.2632,0.2632,0.2632,0.2632,0.2632,0.2632,0.2632,0.2105,0.2105,0.2105,0.2105,0.2105,0.2105,0.1053,0.1053,0.1053,0.1053,0.1053,0.1053,0.0526,0.0526,0.0526,18,0,0,0,0,0,"native","Bad Hombres",77,0.00154848570164501,0.00538953464988135,0.000382093874431887,14.4942385549673,0.155844155844156,18,1,0,0,0,0,0,0.935459881009809,0.0645401189901914,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18341427_6087706284326_7428020052940554240_n.png?oh=8ef2379a93d789d583920e05bc27d332&oe=5A005889 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/legendary-guerrero-family-in-netflixs-gorgeous-ladies-of-wrestling/","Sports",0,0,1,0,NA,NA,NA,0.00538953464988135,0.00154848570164501,49726,268,"Jason Marcus"
"150424302108405_232025200614981","https://www.facebook.com/150424302108405_232025200614981","link","I've said worse about my friends TBH.","You Kinda Can't Tell If Christian Bale Is Joking Or Not When He Calls Oscar Isaac A D--- In This Podcast","https://wearemitu.com/bad-hombres/listen-to-christian-bale-call-his-best-bud-oscar-isaac-a-d%E2%80%A2%E2%80%A2k-in-this-podcast-about-their-new-film-the-promise/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18091150_6086522505526_550343163550629888_n.png?oh=7a6735c8e25a4372251a556a64858746&oe=5A032D1F",2017-05-01 14:00:00,2017-05-01,"14:00",103793,2910,252290,160097,5405,156635,0,17,7,7,120,7,7,103,0,2735,203,0,1051,5,134,134,133,3989,3654,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,2,0,0,"native","Bad Hombres",134,0.000836992573252466,0.0170833931928768,0,28.9796484736355,0.0522388059701493,15,0.8667,0,0,0.1333,0,0,0.96664403850901,0.0333559614909899,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18091150_6086522505526_550343163550629888_n.png?oh=7a6735c8e25a4372251a556a64858746&oe=5A032D1F ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Andrew Santiago","https://wearemitu.com/bad-hombres/listen-to-christian-bale-call-his-best-bud-oscar-isaac-a-d%E2%80%A2%E2%80%A2k-in-this-podcast-about-their-new-film-the-promise/","Celebrity & Gossip",0,0,1,0,NA,NA,NA,0.0170833931928768,0.000836992573252466,160097,2735,"Andrew Santiago"
"150424302108405_237571423393692","https://www.facebook.com/150424302108405_237571423393692","link","The old man still has some gas in the tank.","Manu Ginobili's Clutch Play Vs. Houston Led To Hilarious Memes","https://wearemitu.com/entertainment/manu-ginobili-turned-back-the-clock-and-the-memes-were-hilarious/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18218329_6087335499726_3470926190460534784_n.png?oh=231240901efc5f4a07eaafbd0036338b&oe=5A325BA1",2017-05-10 17:00:00,2017-05-10,"17:00",111022,684,208908,136869,6712,134142,6,32,55,42,320,59,36,288,4,1831,82,0,659,3,421,421,375,2572,2418,225,4,1,5,0,5,0,6,0,10,9,1,7,6,1,6,6,0.7,1,1,1,1,1,0.9,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,23,2,0,4,0,0,"native","Bad Hombres",421,0.0030759339222176,0.013377755371925,7.3062563473102e-05,19.9853992848629,0.140142517814727,29,0.7931,0.069,0,0.1379,0,0,0.952347821148139,0.0476521788518608,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18218329_6087335499726_3470926190460534784_n.png?oh=231240901efc5f4a07eaafbd0036338b&oe=5A325BA1 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Omar Villegas","https://wearemitu.com/bad-hombres/manu-ginobili-turned-back-the-clock-and-the-memes-were-hilarious/","Sports",0,0,1,0,NA,NA,NA,0.013377755371925,0.0030759339222176,136869,1831,"Omar Villegas"
"150424302108405_272100923274075","https://www.facebook.com/150424302108405_272100923274075","link","""In the '80s it was a lot harder to wear these shoes. You had to be down to wear these shoes.""","Legendary Artist Mr. Cartoon Joined Forces With Nike Again To Bring Us A New Set Of Nike Cortez","https://wearemitu.com/bad-hombres/mr-cartoon-releases-45th-anniversary-nike-cortez-10-years-after-his-first-nike-design/","https://external.xx.fbcdn.net/safe_image.php?d=AQCBrP5zjGbuoXRb&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F07%2F18124021%2F20170713-Mr.Cartoon-025-e1500406916458.jpg&_nc_hash=AQDleHqwCs0kavon",2017-07-19 08:00:00,2017-07-19,"8:00",168049,170,704679,459775,30243,446448,41,534,948,577,5042,968,536,4508,20,17508,158,0,6320,33,6587,6587,5762,23986,23709,2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,47,10,2,0,0,"native","Bad Hombres",6587,0.0143265727801642,0.0380794954053613,0,14.7620275766293,0.146956125702141,511,0.8845,0.092,0.0196,0.0039,0,0,0.936556385583114,0.0634436144168864,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQCBrP5zjGbuoXRb&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F07%2F18124021%2F20170713-Mr.Cartoon-025-e1500406916458.jpg&_nc_hash=AQDleHqwCs0kavon ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Andrew Santiago","https://wearemitu.com/bad-hombres/mr-cartoon-releases-45th-anniversary-nike-cortez-10-years-after-his-first-nike-design/","Beauty & Fashion",0,0,1,0,NA,NA,NA,0.0380794954053613,0.0143265727801642,459775,17508,"Andrew Santiago"
"150424302108405_238467993304035","https://www.facebook.com/150424302108405_238467993304035","link","Swing and a Miss!","This Is Legit The Scariest Things That Can Happen At A Baseball Game","https://wearemitu.com/bad-hombres/san-diego-padres-catcher-hector-sanchez-hits-fan-with-a-baseball-bat/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18219736_6087476785726_3903969265966907392_n.png?oh=74219447bde2ec3863ac36afca24314a&oe=5A31A7F5",2017-05-15 11:00:00,2017-05-15,"11:00",115887,801,208430,132783,5307,130319,3,11,9,15,87,10,12,76,1,2575,87,0,671,7,112,112,98,3333,2984,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,1,0,0,"native","Bad Hombres",112,0.000843481469766461,0.0193925427200771,0,24.5560580365555,0.0892857142857143,10,0.9,0,0,0.1,0,0,0.960870334596611,0.0391296654033887,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18219736_6087476785726_3903969265966907392_n.png?oh=74219447bde2ec3863ac36afca24314a&oe=5A31A7F5 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/san-diego-padres-catcher-hector-sanchez-hits-fan-with-a-baseball-bat/","Sports",0,0,1,0,NA,NA,NA,0.0193925427200771,0.000843481469766461,132783,2575,"Jason Marcus"
"150424302108405_236718646812303","https://www.facebook.com/150424302108405_236718646812303","link","I'm so ready for this.","In Front Of Nearly 20,000 Fans At La Conque, Stan Lee Announced That He's Developing A New Latino Superhero","https://wearemitu.com/bad-hombres/stan-lee-just-revealed-that-hes-developing-a-new-latino-superhero/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18218069_6087202404726_5369344916893728768_n.jpg?oh=70d828c85cab7337560e80db8a5b4ac2&oe=59FDC142",2017-05-09 10:00:00,2017-05-09,"10:00",110359,507,259114,169548,8680,164366,10,52,100,120,537,104,110,485,4,3322,105,0,1685,6,761,761,643,5112,4869,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4,0,0,0,0,"native","Bad Hombres",761,0.00448840446363272,0.0195932715219289,0,18.9361751152074,0.136662286465177,47,0.9149,0.0851,0,0,0,0,0.949839926955838,0.0501600730441617,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18218069_6087202404726_5369344916893728768_n.jpg?oh=70d828c85cab7337560e80db8a5b4ac2&oe=59FDC142 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/stan-lee-just-revealed-that-hes-developing-a-new-latino-superhero/","TV & Movies",0,0,1,0,NA,NA,NA,0.0195932715219289,0.00448840446363272,169548,3322,"Jason Marcus"
"150424302108405_242870542863780","https://www.facebook.com/150424302108405_242870542863780","link","The mushroom phase is brutal.","For Any Dude Thinking Of Growing Their Hair Out, This Is Real AF","https://wearemitu.com/bad-hombres/the-9-awkward-stages-of-growing-out-your-thick-hair/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18341200_6088077310926_2455107953271767040_n.png?oh=f8c621ac36b384866d37928ea65c6437&oe=59EBDE5A",2017-05-23 10:00:00,2017-05-23,"10:00",124779,959,234967,152215,8813,148240,9,51,88,116,444,95,107,393,7,5052,128,0,1419,7,655,655,569,6599,6170,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,0,14,0,0,"native","Bad Hombres",655,0.00430312387084059,0.033189895870972,0,16.8206059230682,0.145038167938931,40,0.6,0.05,0,0.35,0,0,0.943885185255933,0.0561148147440673,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18341200_6088077310926_2455107953271767040_n.png?oh=f8c621ac36b384866d37928ea65c6437&oe=59EBDE5A ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/the-9-awkward-stages-of-growing-out-your-thick-hair/","Beauty & Fashion",0,0,1,0,NA,NA,NA,0.033189895870972,0.00430312387084059,152215,5052,"Jason Marcus"
"150424302108405_262186410932193","https://www.facebook.com/150424302108405_262186410932193","link","This is too real.","These Things Can Shake The Confidence Of Any Dude No Matter How Cocky He Is","https://wearemitu.com/bad-hombres/these-things-will-make-even-the-most-confident-dude-second-guess-himself/","https://scontent.xx.fbcdn.net/v/t45.1600-4/19886640_6069229147691_283465814311436288_n.jpg?oh=a3cdbe4e33b476ebe25917717fc6ca16&oe=59F96B3A",2017-06-30 17:00:00,2017-06-30,"17:00",161992,451,128654,88020,6021,83347,0,10,5,3,42,6,3,32,1,2150,257,0,518,2,51,51,44,2925,2667,269,2,0,2,0,2,0,1,0,4,3,1,2,2,0,2,3,1,1,1,1,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,5,0,0,5,0,0,"native","Bad Hombres",51,0.000579413769597819,0.0244262667575551,4.54442172233583e-05,13.8427171566185,0.117647058823529,10,0.5,0,0,0.5,0,0,0.932626891057202,0.0673731089427983,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/19886640_6069229147691_283465814311436288_n.jpg?oh=a3cdbe4e33b476ebe25917717fc6ca16&oe=59F96B3A ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/these-things-will-make-even-the-most-confident-dude-second-guess-himself/","Beauty & Fashion",0,0,1,0,NA,NA,NA,0.0244262667575551,0.000579413769597819,88020,2150,"Jason Marcus"
"150424302108405_281089739041860","https://www.facebook.com/150424302108405_281089739041860","link","He literally came up with this idea while on the toilet.","This Artist Started Fúchila Fresheners As A Joke Now It's A Full On Business","https://wearemitu.com/bad-hombres/this-artist-started-fuchila-fresheners-as-a-joke-now-its-a-full-on-business/","https://external.xx.fbcdn.net/safe_image.php?d=AQB4-PjfoTyXuwh7&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F08%2F09114038%2FFuchilaFreshenersImage.jpg&_nc_hash=AQA0pEYBDalbkdJN",2017-08-09 16:00:00,2017-08-09,"16:00",179713,263,262812,185704,12024,178816,6,134,183,185,2249,185,179,2115,2,4331,50,0,2319,2,2619,2619,2319,6700,7105,646,7,1,8,0,8,0,8,0,28,25,3,13,11,2,7,13,0.7857,1,0.9643,0.9643,0.8929,0.8571,0.75,0.6786,0.6071,0.5714,0.5,0.4643,0.4643,0.3929,0.3571,0.2857,0.2857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,18,0,13,0,0,"native","Bad Hombres",2619,0.0141030887864559,0.0233220609141429,0.000150777581527592,14.8715901530273,0.0706376479572356,161,0.8075,0.1118,0,0.0807,0,0,0.936994340809055,0.0630056591909453,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQB4-PjfoTyXuwh7&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F08%2F09114038%2FFuchilaFreshenersImage.jpg&_nc_hash=AQA0pEYBDalbkdJN ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jorge Rodriguez-Jimenez","https://wearemitu.com/bad-hombres/this-artist-started-fuchila-fresheners-as-a-joke-now-its-a-full-on-business/","Latino Culture",0,0,1,0,NA,NA,NA,0.0233220609141429,0.0141030887864559,185704,4331,"Jorge Rodriguez-Jimenez"
"150424302108405_280742799076554","https://www.facebook.com/150424302108405_280742799076554","link","She really just said, ‘Si no me vas a dar nietos, yo voy a rentar uno.'","This Conversation Between A Son And His Mom Is Way Too Real For Every Guy Who Is In His Late 20s And Single","https://wearemitu.com/bad-hombres/this-conversation-between-a-son-and-his-mom-is-way-too-real-for-every-guy-who-is-in-his-late-20s-and-single/","https://external.xx.fbcdn.net/safe_image.php?d=AQCQ_aAcY1jRnQfP&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F08%2F08090256%2Fmomson-hero.jpg&_nc_hash=AQC4djO-0deEXnF3",2017-08-08 11:00:00,2017-08-08,"11:00",179475,581,326237,225736,13489,217510,19,84,223,426,1433,224,407,1349,1,4286,54,0,4202,16,2083,2083,1615,8542,6371,643,1,0,1,0,1,0,0,0,2,2,0,1,1,0,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,1,56,0,0,"native","Bad Hombres",2083,0.00922759329482227,0.0189867810185349,8.85990714817309e-06,16.12499073319,0.107537205952952,92,0.3261,0.0543,0.0109,0.6087,0,0,0.94160580781735,0.0583941921826501,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQCQ_aAcY1jRnQfP&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F08%2F08090256%2Fmomson-hero.jpg&_nc_hash=AQC4djO-0deEXnF3 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jessica Garcia","https://wearemitu.com/bad-hombres/this-conversation-between-a-son-and-his-mom-is-way-too-real-for-every-guy-who-is-in-his-late-20s-and-single/","Family & Friends",0,0,1,0,NA,NA,NA,0.0189867810185349,0.00922759329482227,225736,4286,"Jessica Garcia"
"150424302108405_240309159786585","https://www.facebook.com/150424302108405_240309159786585","link","Dominican or not, he has me dying.","This Dominicano New Yorker Made His Debut On 'Jimmy Kimmel Live' And Audiences Were Dying","https://wearemitu.com/bad-hombres/this-dominican-comic-got-hilariously-real-about-his-family-and-we-can-definitely-relate/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18507331_6087708778526_7190754793810296832_n.jpg?oh=94ae0c0b94a7f37f1fefb2c9ce1a58cd&oe=5A2E25EB",2017-05-17 06:00:00,2017-05-17,"6:00",117635,794,228271,155673,6836,151923,3,28,45,25,383,50,22,355,5,3461,154,0,1147,10,458,458,415,4762,4496,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,4,0,0,"native","Bad Hombres",458,0.00294206445562172,0.0222325001766523,0,22.2239613809245,0.109170305676856,24,0.8333,0,0,0.1667,0,0,0.956941023815973,0.0430589761840274,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18507331_6087708778526_7190754793810296832_n.jpg?oh=94ae0c0b94a7f37f1fefb2c9ce1a58cd&oe=5A2E25EB ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/this-dominican-comic-got-hilariously-real-about-his-family-and-we-can-definitely-relate/","TV & Movies",0,0,1,0,NA,NA,NA,0.0222325001766523,0.00294206445562172,155673,3461,"Jason Marcus"
